line_and_segment,year,longitude,latitude,height_m,total_field_anomaly_nt
FL14-2,1955,-1.73728,53.29372,605,42
FL14-2,1955,-1.72948,53.29371,610,42
FL14-2,1955,-1.72535,53.29374,613,52
FL14-2,1955,-1.72168,53.29369,620,63
FL14-2,1955,-1.72018,53.29382,626,73
FL14-2,1955,-1.71748,53.29368,634,84
FL14-2,1955,-1.71351,53.2938,648,94
FL14-2,1955,-1.70128,53.29404,665,94
FL14-2,1955,-1.68642,53.29423,684,86
FL14-2,1955,-1.67217,53.29455,669,76
FL14-2,1955,-1.66691,53.29463,641,66
FL14-2,1955,-1.66129,53.2947,612,55
FL14-2,1955,-1.61913,53.29529,573,47
FL14-2,1955,-1.6087,53.29526,617,48
FL15-1,1955,-2.43418,53.2836,341,-31
FL15-1,1955,-2.41858,53.28379,338,-21
FL15-1,1955,-2.40981,53.28391,338,-14
FL15-1,1955,-2.40373,53.28402,342,-11
FL15-1,1955,-2.38783,53.28417,352,0
FL15-1,1955,-2.37419,53.28426,361,10
FL15-1,1955,-2.35852,53.28439,372,21
FL15-1,1955,-2.33159,53.28447,370,31
FL15-1,1955,-2.32754,53.28461,368,34
FL15-1,1955,-2.28886,53.28579,381,42
FL15-1,1955,-2.26336,53.28648,384,43
FL15-1,1955,-2.23456,53.28704,406,43
FL15-1,1955,-2.18529,53.28838,466,38
FL15-1,1955,-2.17231,53.28773,456,35
FL15-1,1955,-2.1426,53.2861,436,25
FL15-1,1955,-2.10931,53.2842,473,17
FL15-1,1955,-2.08028,53.2827,540,11
FL15-1,1955,-2.07848,53.28265,546,9
FL15-1,1955,-2.03949,53.28335,686,3
FL15-1,1955,-1.95797,53.28488,683,7
FL15-1,1955,-1.95054,53.28475,703,6
FL15-1,1955,-1.90787,53.28337,674,16
FL15-1,1955,-1.89009,53.28277,662,22
FL15-1,1955,-1.858,53.28247,611,25
FL15-1,1955,-1.85178,53.28228,626,27
FL15-1,1955,-1.84038,53.282,646,28
FL15-1,1955,-1.81068,53.28096,604,19
FL15-1,1955,-1.80244,53.28059,625,15
FL15-1,1955,-1.79247,53.28071,637,19
FL15-1,1955,-1.78647,53.28074,639,30
FL15-1,1955,-1.77717,53.28063,624,30
FL15-1,1955,-1.77432,53.2804,616,20
FL15-1,1955,-1.76832,53.28048,603,15
FL15-1,1955,-1.74883,53.28103,583,10
FL15-1,1955,-1.74081,53.28146,567,11
FL15-1,1955,-1.71358,53.2823,585,12
FL15-1,1955,-1.70466,53.28192,580,12
FL15-1,1955,-1.69687,53.28163,571,23
FL15-1,1955,-1.68772,53.28129,554,32
FL15-1,1955,-1.6764,53.28067,534,42
FL15-1,1955,-1.67265,53.28053,531,53
FL15-1,1955,-1.6692,53.28043,528,63
FL15-1,1955,-1.66328,53.28023,521,63
FL15-1,1955,-1.65533,53.27985,494,52
FL15-1,1955,-1.64206,53.27927,461,39
FL16-1,1955,-2.44333,53.26873,335,-41
FL16-1,1955,-2.42623,53.26862,335,-31
FL16-1,1955,-2.41003,53.26845,338,-21
FL16-1,1955,-2.39459,53.26845,345,-11
FL16-1,1955,-2.37719,53.26833,350,-1
FL16-1,1955,-2.35973,53.26812,362,9
FL16-1,1955,-2.35433,53.26804,365,13
FL16-1,1955,-2.33709,53.26823,375,19
FL16-1,1955,-2.3047,53.26876,384,30
FL16-1,1955,-2.29541,53.26892,384,31
FL16-1,1955,-2.2119,53.26977,427,36
FL16-1,1955,-2.20492,53.2679,435,32
FL16-1,1955,-2.19826,53.2702,455,34
FL16-1,1955,-2.15814,53.26689,465,24
FL16-1,1955,-2.15358,53.27161,450,25
FL16-1,1955,-2.12283,53.26671,454,15
FL16-1,1955,-2.08977,53.26665,553,8
FL16-1,1955,-2.08759,53.26679,565,7
FL16-1,1955,-2.05866,53.26762,682,1
FL16-1,1955,-2.03407,53.26839,719,-7
FL16-1,1955,-1.91899,53.26913,642,-6
FL16-1,1955,-1.90227,53.26912,638,5
FL16-1,1955,-1.89185,53.26875,631,15
FL16-1,1955,-1.8839,53.26888,633,19
FL16-1,1955,-1.87281,53.26877,642,26
FL16-1,1955,-1.8642,53.26863,636,26
FL16-1,1955,-1.84013,53.26833,648,27
FL16-1,1955,-1.82978,53.26818,647,28
FL16-1,1955,-1.81262,53.26766,621,23
FL16-1,1955,-1.80812,53.26765,609,18
FL16-1,1955,-1.78489,53.26734,576,18
FL16-1,1955,-1.77589,53.26719,569,28
FL16-1,1955,-1.77521,53.2689,576,28
FL16-1,1955,-1.76233,53.26833,591,30
FL16-1,1955,-1.75558,53.26823,618,20
FL16-1,1955,-1.75506,53.26711,621,20
FL16-1,1955,-1.7289,53.26705,599,11
FL16-1,1955,-1.7181,53.26671,609,1
FL16-1,1955,-1.71068,53.26651,625,-8
FL16-1,1955,-1.69975,53.26599,625,-8
FL16-1,1955,-1.69578,53.26589,623,2
FL16-1,1955,-1.69053,53.26574,618,13
FL16-1,1955,-1.68281,53.2655,610,23
FL16-1,1955,-1.67464,53.26539,590,32
FL16-1,1955,-1.66392,53.26513,556,43
FL17-1,1955,-2.43563,53.25595,341,-43
FL17-1,1955,-2.41794,53.25633,345,-32
FL17-1,1955,-2.4067,53.2565,345,-25
FL17-1,1955,-2.39972,53.25635,345,-22
FL17-1,1955,-2.3827,53.25564,346,-12
FL17-1,1955,-2.36345,53.25529,357,-2
FL17-1,1955,-2.34883,53.25484,365,4
FL17-1,1955,-2.34208,53.25495,369,8
FL17-1,1955,-2.31143,53.25544,375,20
FL17-1,1955,-2.25875,53.25619,385,27
FL17-1,1955,-2.16957,53.25776,482,23
FL17-1,1955,-2.1279,53.25835,456,14
FL17-1,1955,-2.10459,53.25842,502,10
FL17-1,1955,-2.0905,53.25807,573,7
FL17-1,1955,-2.06216,53.25696,697,1
FL17-1,1955,-2.0486,53.25656,725,-2
FL17-1,1955,-1.99726,53.25594,663,-8
FL17-1,1955,-1.97575,53.25558,676,-8
FL17-1,1955,-1.93131,53.25503,622,3
FL17-1,1955,-1.92352,53.25475,611,8
FL17-1,1955,-1.89474,53.25383,619,14
FL17-1,1955,-1.86971,53.25308,577,24
FL17-1,1955,-1.86813,53.25313,577,25
FL17-1,1955,-1.82669,53.25429,624,27
FL17-1,1955,-1.80518,53.25457,575,17
FL17-1,1955,-1.78599,53.25413,541,16
FL17-1,1955,-1.77784,53.25389,548,27
FL17-1,1955,-1.77693,53.25488,549,27
FL17-2,1955,-1.77319,53.25357,554,37
FL17-2,1955,-1.77266,53.25474,556,37
FL17-2,1955,-1.76061,53.25435,580,39
FL17-2,1955,-1.75867,53.25318,578,39
FL17-2,1955,-1.74615,53.25275,595,39
FL17-2,1955,-1.74315,53.25378,601,39
FL17-2,1955,-1.71819,53.25291,616,40
FL17-2,1955,-1.70883,53.25262,616,39
FL17-2,1955,-1.67174,53.25225,554,41
FL17-2,1955,-1.6659,53.25206,531,41
FL17-2,1955,-1.627,53.25154,434,41
FL17-2,1955,-1.61576,53.25132,425,40
FL17-2,1955,-1.60798,53.25107,440,42
FL18-1,1955,-2.44754,53.2413,342,-54
FL18-1,1955,-2.42521,53.24107,345,-44
FL18-1,1955,-2.40423,53.24087,351,-34
FL18-1,1955,-2.38826,53.24061,354,-25
FL18-1,1955,-2.38347,53.24062,354,-23
FL18-1,1955,-2.36534,53.24081,355,-12
FL18-1,1955,-2.34519,53.24074,361,-2
FL18-1,1955,-2.31882,53.24073,378,8
FL18-1,1955,-2.28353,53.24078,382,16
FL18-1,1955,-2.27829,53.24088,385,19
FL18-1,1955,-2.22262,53.24154,405,21
FL18-1,1955,-2.2,53.2418,432,21
FL18-1,1955,-2.17708,53.24206,456,18
FL18-1,1955,-2.13729,53.24139,460,13
FL18-1,1955,-2.11833,53.24101,455,9
FL18-1,1955,-2.08634,53.24086,503,5
FL18-1,1955,-2.07585,53.24095,530,-1
FL18-1,1955,-2.02102,53.24075,646,10
FL18-1,1955,-2.0088,53.24071,647,20
FL18-1,1955,-1.99434,53.24071,801,30
FL18-1,1955,-1.9864,53.24075,768,33
FL18-1,1955,-1.95853,53.2411,756,34
FL18-1,1955,-1.94527,53.24123,721,23
FL18-1,1955,-1.92362,53.24117,670,13
FL18-1,1955,-1.90466,53.24107,652,14
FL18-1,1955,-1.87731,53.24073,613,14
FL18-1,1955,-1.86525,53.2404,617,13
FL18-1,1955,-1.85612,53.24021,624,14
FL18-1,1955,-1.84346,53.23988,618,25
FL18-1,1955,-1.81574,53.23908,666,27
FL18-1,1955,-1.79941,53.23878,665,23
FL18-1,1955,-1.78892,53.23921,623,27
FL18-1,1955,-1.78195,53.23929,600,27
FL18-1,1955,-1.77544,53.23887,590,27
FL18-2,1955,-1.77544,53.23968,583,27
FL18-2,1955,-1.77102,53.23972,574,37
FL18-2,1955,-1.7708,53.23873,581,37
FL18-3,1955,-1.75589,53.24014,513,46
FL18-3,1955,-1.75358,53.23843,516,47
FL18-3,1955,-1.71627,53.23776,492,47
FL18-3,1955,-1.7102,53.2377,472,38
FL18-3,1955,-1.67276,53.23698,466,36
FL18-3,1955,-1.63882,53.23671,453,30
FL19-1,1955,-2.43826,53.22813,345,-54
FL19-1,1955,-2.41362,53.22822,345,-44
FL19-1,1955,-2.39033,53.2282,356,-34
FL19-1,1955,-2.3674,53.22774,359,-24
FL19-1,1955,-2.34666,53.22744,367,-13
FL19-1,1955,-2.32546,53.22719,374,-3
FL19-1,1955,-2.28755,53.22652,385,7
FL19-1,1955,-2.28103,53.22649,385,9
FL19-1,1955,-2.15424,53.22685,465,12
FL19-1,1955,-2.09433,53.22669,522,4
FL19-1,1955,-2.03508,53.22564,601,7
FL19-1,1955,-2.02213,53.22533,612,17
FL19-1,1955,-2.01419,53.22533,634,29
FL19-1,1955,-2.01329,53.22515,638,31
FL19-1,1955,-2.00318,53.22506,689,40
FL19-1,1955,-1.99082,53.22502,750,51
FL19-1,1955,-1.97884,53.22479,760,62
FL19-1,1955,-1.95779,53.22443,788,63
FL19-1,1955,-1.94985,53.22429,793,54
FL19-1,1955,-1.94319,53.22424,784,44
FL19-1,1955,-1.93571,53.22415,774,34
FL19-1,1955,-1.92672,53.22405,756,24
FL19-1,1955,-1.89212,53.2234,712,14
FL19-1,1955,-1.8713,53.2232,656,13
FL19-1,1955,-1.83692,53.22468,658,15
FL19-1,1955,-1.81288,53.22532,679,20
FL19-1,1955,-1.7827,53.22392,658,27
FL19-1,1955,-1.7711,53.22359,655,38
FL19-1,1955,-1.73405,53.2228,480,26
FL19-1,1955,-1.73315,53.2227,478,25
FL19-1,1955,-1.72222,53.22255,463,26
FL19-1,1955,-1.71031,53.22261,447,35
FL19-1,1955,-1.69376,53.22252,446,36
FL19-1,1955,-1.69069,53.22238,452,46
FL19-1,1955,-1.68755,53.22241,459,57
FL19-1,1955,-1.68328,53.22249,467,68
FL19-1,1955,-1.67235,53.22215,522,76
FL19-1,1955,-1.66831,53.22191,548,79
FL19-1,1955,-1.65887,53.22179,561,90
FL19-1,1955,-1.65063,53.2215,542,90
FL19-1,1955,-1.64517,53.22131,517,81
FL19-1,1955,-1.63925,53.22115,481,70
FL19-1,1955,-1.62817,53.22085,454,60
FL19-1,1955,-1.62637,53.22089,454,59
FL19-1,1955,-1.61746,53.22108,458,50
FL19-1,1955,-1.60645,53.22109,495,42
FL20-1,1955,-2.447,53.21182,345,-66
FL20-1,1955,-2.42335,53.21155,345,-56
FL20-1,1955,-2.3919,53.21233,355,-45
FL20-1,1955,-2.36854,53.21268,365,-35
FL20-1,1955,-2.36278,53.21279,365,-32
FL20-1,1955,-2.34384,53.21248,371,-25
FL20-1,1955,-2.31995,53.21196,384,-14
FL20-1,1955,-2.30221,53.21183,384,-4
FL20-1,1955,-2.29375,53.21212,384,-3
FL20-1,1955,-2.21447,53.21373,420,6
FL20-1,1955,-2.1336,53.21258,463,1
FL20-1,1955,-2.13008,53.21259,465,0
FL20-1,1955,-2.09602,53.21244,628,-5
FL20-1,1955,-2.05911,53.21188,616,-4
FL20-1,1955,-2.04832,53.21202,591,-2
FL20-1,1955,-2.02833,53.21185,628,7
FL20-1,1955,-2.01187,53.2118,704,20
FL20-1,1955,-1.99742,53.21185,680,29
FL20-1,1955,-1.97016,53.21166,748,39
FL20-1,1955,-1.9477,53.21148,769,33
FL20-1,1955,-1.93886,53.21134,754,22
FL20-1,1955,-1.92495,53.21124,730,13
FL20-1,1955,-1.90248,53.21095,711,7
FL20-1,1955,-1.87628,53.21076,683,3
FL20-1,1955,-1.84911,53.21068,683,4
FL20-1,1955,-1.83301,53.21035,697,15
FL20-1,1955,-1.8089,53.20964,637,25
FL20-1,1955,-1.80067,53.20953,610,26
FL20-1,1955,-1.77394,53.20944,600,36
FL20-1,1955,-1.72791,53.21006,600,28
FL20-1,1955,-1.71534,53.20927,574,27
FL20-1,1955,-1.70972,53.20916,562,37
FL20-1,1955,-1.68331,53.20901,476,37
FL20-1,1955,-1.67881,53.20908,461,47
FL20-1,1955,-1.67252,53.20889,449,56
FL20-1,1955,-1.66279,53.2089,439,67
FL20-1,1955,-1.6577,53.20893,450,77
FL20-1,1955,-1.65366,53.20884,458,88
FL20-1,1955,-1.65014,53.20882,465,98
FL20-1,1955,-1.63921,53.20884,458,99
FL20-1,1955,-1.63471,53.20887,455,88
FL20-1,1955,-1.62858,53.20858,443,78
CL-4-1,1958,-2.59875,53.20851,379,-80
CL-4-1,1958,-2.60285,53.25811,329,-72
CL-4-1,1958,-2.60109,53.4155,320,-39
CL-4-1,1958,-2.60139,53.41865,321,-39
CL-4-1,1958,-2.60209,53.42219,321,-37
CL-4-1,1958,-2.60305,53.42938,322,-35
CL-4-1,1958,-2.60271,53.43015,323,-37
CL-4-1,1958,-2.60329,53.43471,328,-35
CL-4-1,1958,-2.60174,53.45434,335,-26
CL-4-1,1958,-2.60172,53.45719,336,-26
CL-4-1,1958,-2.60121,53.46379,338,-25
CL-4-1,1958,-2.60142,53.46994,343,-13
CL-4-1,1958,-2.60129,53.47397,346,-15
CL-4-1,1958,-2.6011,53.47856,346,-6
CL-4-1,1958,-2.60121,53.48078,347,-16
CL-4-1,1958,-2.60094,53.48848,342,-6
CL-4-1,1958,-2.60119,53.49102,341,-1
CL-4-1,1958,-2.60173,53.49532,340,-1
CL-4-1,1958,-2.60247,53.50169,338,11
CL-4-1,1958,-2.60264,53.50439,337,7
CL-4-1,1958,-2.60327,53.51104,336,13
CL-4-1,1958,-2.60333,53.51352,338,17
CL-4-1,1958,-2.60475,53.5274,348,23
CL-4-1,1958,-2.60428,53.54835,383,33
CL-4-1,1958,-2.60397,53.55115,384,33
CL-4-1,1958,-2.60408,53.55809,392,32
CL-4-1,1958,-2.60359,53.56708,420,24
CL-4-1,1958,-2.6033,53.57543,442,14
CL-4-1,1958,-2.60308,53.58283,443,4
CL-4-1,1958,-2.60312,53.5893,429,-6
CL-4-1,1958,-2.60302,53.595,426,-16
CL-4-1,1958,-2.60329,53.60137,416,-27
CL-4-1,1958,-2.60421,53.61186,404,-37
CL-4-1,1958,-2.6043,53.61495,411,-47
CL-4-1,1958,-2.60435,53.61803,414,-50
CL-4-1,1958,-2.60486,53.62456,416,-57
CL-4-1,1958,-2.60508,53.63525,413,-67
CL-4-1,1958,-2.60545,53.65063,433,-77
CL-4-1,1958,-2.60582,53.66008,429,-82
CL-4-1,1958,-2.60634,53.66783,419,-90
CL-4-1,1958,-2.60632,53.68394,567,-83
CL-4-1,1958,-2.60649,53.68526,570,-85
CL-4-1,1958,-2.60599,53.6929,560,-87
CL-4-1,1958,-2.60495,53.7098,513,-90
CL-4-1,1958,-2.60692,53.79562,355,-81
CL-4-1,1958,-2.60765,53.83249,417,-73
CL-4-1,1958,-2.60801,53.83794,415,-73
CL-4-1,1958,-2.60839,53.84294,415,-71
CL-4-1,1958,-2.61039,53.98036,529,-39
CL-4-1,1958,-2.6109,54.03486,740,-35
CL-4-1,1958,-2.61152,54.05111,564,-36
CL-4-1,1958,-2.61334,54.12376,389,-47
CL-4-1,1958,-2.61324,54.12457,390,-47
CL-4-1,1958,-2.61362,54.15921,337,-47
CL-4-1,1958,-2.61322,54.19804,406,-36
CL-5-1,1958,-1.85095,53.49854,692,100
CL-5-1,1958,-1.851,53.50542,695,90
CL-5-1,1958,-1.85092,53.50739,695,89
CL-5-1,1958,-1.85083,53.53391,750,80
CL-5-1,1958,-1.85074,53.53625,725,78
CL-5-1,1958,-1.85074,53.53773,717,70
CL-5-1,1958,-1.8506,53.55463,658,58
CL-5-1,1958,-1.85064,53.56469,664,48
CL-5-1,1958,-1.8506,53.57723,611,37
CL-5-1,1958,-1.85041,53.58752,524,25
CL-5-1,1958,-1.8504,53.58995,511,21
CL-5-1,1958,-1.85039,53.59364,514,22
CL-5-1,1958,-1.85046,53.59481,518,14
CL-5-1,1958,-1.85031,53.5953,519,11
CL-5-1,1958,-1.84948,53.61615,542,0
CL-5-1,1958,-1.84921,53.62622,529,-6
CL-5-1,1958,-1.84912,53.63242,482,-9
CL-5-1,1958,-1.84894,53.63939,499,-15
CL-5-1,1958,-1.84877,53.64307,542,-10
CL-5-1,1958,-1.84885,53.64356,548,-10
CL-5-1,1958,-1.84891,53.6459,566,-15
CL-5-1,1958,-1.84913,53.64819,568,-20
CL-5-1,1958,-1.84897,53.65017,568,-15
CL-5-1,1958,-1.84904,53.65264,570,5
CL-5-1,1958,-1.84896,53.65358,570,7
CL-5-1,1958,-1.84896,53.65453,569,5
CL-5-1,1958,-1.84909,53.66073,560,-14
CL-5-1,1958,-1.84922,53.66756,544,-11
CL-5-1,1958,-1.84871,53.68028,422,-11
CL-5-1,1958,-1.84848,53.68594,389,-10
CL-5-1,1958,-1.84839,53.68976,369,-16
CL-5-1,1958,-1.84837,53.69606,385,-10
CL-5-1,1958,-1.84843,53.6983,390,-6
CL-5-1,1958,-1.84899,53.71197,486,-1
CL-5-1,1958,-1.84904,53.71867,508,3
CL-5-1,1958,-1.84927,53.73785,462,1
CL-5-1,1958,-1.84983,53.76527,633,13
CL-5-1,1958,-1.84983,53.77296,617,11
CL-5-1,1958,-1.84703,53.81339,549,12
CL-5-1,1958,-1.84972,53.8531,441,17
CL-5-1,1958,-1.84987,53.85859,418,20
CL-5-1,1958,-1.84823,53.89164,589,24
CL-5-1,1958,-1.84911,53.92774,436,20
CL-5-1,1958,-1.8496,53.93105,422,17
CL-5-1,1958,-1.85095,54.02714,688,22
CL-5-1,1958,-1.85399,54.06766,688,41
CL-5-1,1958,-1.85053,54.07913,682,51
CL-5-1,1958,-1.84553,54.10761,708,57
CL-5-1,1958,-1.84767,54.14649,556,40
CL-5-1,1958,-1.8481,54.14892,542,37
CL-5-1,1958,-1.84856,54.15748,522,27
CL-5-1,1958,-1.84882,54.16541,600,18
CL-5-1,1958,-1.84905,54.17171,607,8
CL-5-1,1958,-1.84912,54.17729,613,-2
CL-5-1,1958,-1.84933,54.18405,635,-11
CL-5-1,1958,-1.84937,54.18902,670,-21
CL-5-1,1958,-1.84894,54.19875,729,-33
TL-9-1,1958,-3.19713,53.20216,489,-53
TL-9-1,1958,-3.19766,53.2214,564,-52
TL-9-1,1958,-3.19716,53.24535,496,-50
TL-9-1,1958,-3.19671,53.26126,453,-45
TL-9-1,1958,-3.1984,53.26939,405,-47
FL-40-1,1958,-3.13314,53.20313,412,-49
FL-40-1,1958,-3.05747,53.20211,359,-40
FL-40-1,1958,-3.02491,53.20245,319,-31
FL-40-1,1958,-3.00981,53.2027,305,-22
FL-40-1,1958,-3.00253,53.2028,305,-26
FL-40-1,1958,-2.98324,53.20325,305,-23
FL-40-1,1958,-2.91367,53.20625,323,-21
FL-40-1,1958,-2.89122,53.20663,335,-24
FL-40-1,1958,-2.87647,53.20648,341,-21
FL-40-1,1958,-2.80421,53.20612,329,-29
FL-40-1,1958,-2.79335,53.20613,327,-28
FL-40-1,1958,-2.71186,53.20642,385,-50
FL-40-1,1958,-2.68253,53.2067,421,-59
FL-40-1,1958,-2.6473,53.20734,388,-70
FL-40-1,1958,-2.60325,53.20786,382,-80
FL-40-1,1958,-2.5386,53.20732,341,-85
FL-40-1,1958,-2.52673,53.20751,335,-81
FL-40-1,1958,-2.52159,53.20759,335,-71
FL-40-1,1958,-2.51973,53.20764,335,-61
FL-40-1,1958,-2.51792,53.2077,335,-71
FL-40-1,1958,-2.51648,53.20772,336,-79
FL-40-1,1958,-2.51253,53.20782,339,-75
FL-40-1,1958,-2.50576,53.20796,343,-80
FL-40-1,1958,-2.46935,53.20797,349,-71
FL-41-1,1958,-3.088,53.22218,346,-41
FL-41-1,1958,-3.07481,53.22256,331,-39
FL-41-1,1958,-3.07105,53.2226,328,-31
FL-41-1,1958,-3.0669,53.22274,325,-27
FL-41-1,1958,-3.06192,53.22269,323,-31
FL-41-1,1958,-3.05512,53.22291,317,-37
FL-41-1,1958,-3.04823,53.223,311,-32
FL-41-1,1958,-3.04531,53.22304,308,-22
FL-41-1,1958,-3.03845,53.22313,305,28
FL-41-1,1958,-3.03547,53.22311,305,22
FL-41-1,1958,-3.03197,53.22335,305,18
FL-41-1,1958,-3.03057,53.2232,305,15
FL-41-1,1958,-3.02336,53.22314,305,-22
FL-41-1,1958,-3.02076,53.2232,305,-27
FL-41-1,1958,-3.01033,53.22305,306,-32
FL-41-1,1958,-3.00212,53.2231,308,-21
FL-41-1,1958,-2.99737,53.22297,310,-23
FL-41-1,1958,-2.99201,53.22299,312,-18
FL-41-1,1958,-2.98783,53.22299,313,-24
FL-41-1,1958,-2.9797,53.22288,316,-25
FL-41-1,1958,-2.90263,53.2239,333,-17
FL-41-1,1958,-2.88748,53.2236,335,-20
FL-41-1,1958,-2.88177,53.2235,341,-18
FL-41-1,1958,-2.86341,53.22371,340,-21
FL-41-1,1958,-2.85124,53.2238,333,-25
FL-41-1,1958,-2.81958,53.22401,320,-25
FL-41-1,1958,-2.79225,53.22454,326,-31
FL-41-1,1958,-2.74109,53.22485,345,-41
FL-41-1,1958,-2.71636,53.22501,380,-50
FL-41-1,1958,-2.67937,53.22476,389,-60
FL-41-1,1958,-2.67099,53.2248,386,-63
FL-41-1,1958,-2.64222,53.22513,385,-70
FL-41-1,1958,-2.57401,53.22615,364,-82
FL-41-1,1958,-2.55484,53.22622,351,-81
FL-41-1,1958,-2.48751,53.22633,339,-71
FL-41-1,1958,-2.46031,53.22685,334,-62
FL-42-1,1958,-3.17013,53.23633,423,-50
FL-42-1,1958,-3.09083,53.23993,316,-42
FL-42-1,1958,-3.08534,53.24017,315,-41
FL-42-1,1958,-3.07896,53.24038,315,-42
FL-42-1,1958,-3.06265,53.2409,315,-51
FL-42-1,1958,-3.05424,53.24088,313,-52
FL-42-1,1958,-3.04399,53.24089,306,-56
FL-42-1,1958,-3.03987,53.24086,305,-52
FL-42-1,1958,-3.02808,53.2406,305,-42
FL-42-1,1958,-3.00544,53.24023,312,-32
FL-42-1,1958,-2.986,53.23987,327,-32
FL-42-1,1958,-2.95491,53.24034,344,-21
FL-42-1,1958,-2.91915,53.24059,338,-15
FL-42-1,1958,-2.88253,53.24083,333,-20
FL-42-1,1958,-2.87642,53.241,330,-16
FL-42-1,1958,-2.87247,53.24107,329,-18
FL-42-1,1958,-2.8452,53.2415,315,-22
FL-42-1,1958,-2.78787,53.24205,330,-32
FL-42-1,1958,-2.70287,53.24258,396,-50
FL-42-1,1958,-2.66451,53.24303,382,-61
FL-42-1,1958,-2.62042,53.24224,368,-71
FL-42-1,1958,-2.59291,53.24295,362,-78
FL-42-1,1958,-2.56282,53.24334,356,-77
FL-42-1,1958,-2.52388,53.24336,336,-72
FL-42-1,1958,-2.48671,53.24337,331,-62
FL-42-1,1958,-2.48094,53.24343,333,-60
FL-42-1,1958,-2.47092,53.24367,335,-59
FL-43-1,1958,-3.16344,53.25699,372,-42
FL-43-1,1958,-3.15047,53.25644,329,-44
FL-43-1,1958,-3.13761,53.25588,316,-52
FL-43-1,1958,-3.13651,53.25569,316,-53
FL-43-1,1958,-3.13459,53.25579,315,-52
FL-43-1,1958,-3.13211,53.25551,315,-58
FL-43-1,1958,-3.08762,53.25588,315,-42
FL-43-1,1958,-2.97693,53.25706,345,-23
FL-43-1,1958,-2.97636,53.25702,345,-23
FL-43-1,1958,-2.96686,53.25728,345,-22
FL-43-1,1958,-2.9643,53.25739,345,-21
FL-43-1,1958,-2.95762,53.25769,345,-12
FL-43-1,1958,-2.95312,53.25784,345,-1
FL-43-1,1958,-2.94969,53.25786,345,3
FL-43-1,1958,-2.94561,53.25797,345,-2
FL-43-1,1958,-2.93574,53.25837,345,-11
FL-43-1,1958,-2.89759,53.26009,335,-2
FL-43-1,1958,-2.894,53.26023,335,-1
FL-43-1,1958,-2.88107,53.2608,327,-1
FL-43-1,1958,-2.87635,53.26113,324,-2
FL-43-1,1958,-2.87087,53.26141,320,-3
FL-43-1,1958,-2.86779,53.26124,318,-2
FL-43-1,1958,-2.85921,53.2612,315,8
FL-43-1,1958,-2.85275,53.26113,315,15
FL-43-1,1958,-2.84816,53.26118,315,12
FL-43-1,1958,-2.84351,53.26117,317,11
FL-43-1,1958,-2.83774,53.26115,320,8
FL-43-1,1958,-2.83348,53.2611,321,-2
FL-43-1,1958,-2.82846,53.26111,321,-12
FL-43-1,1958,-2.825,53.26107,321,-17
FL-43-1,1958,-2.81512,53.26105,321,-22
FL-43-1,1958,-2.81356,53.26108,321,-22
FL-43-1,1958,-2.74171,53.26052,392,-41
FL-43-1,1958,-2.72001,53.26043,430,-45
FL-43-1,1958,-2.70997,53.26048,442,-45
FL-43-1,1958,-2.644,53.26209,335,-62
FL-43-1,1958,-2.59903,53.26169,331,-72
FL-43-1,1958,-2.59023,53.26159,336,-73
FL-43-1,1958,-2.57628,53.26139,341,-72
FL-43-1,1958,-2.57024,53.26143,343,-71
FL-43-1,1958,-2.56646,53.26116,344,-72
FL-43-1,1958,-2.56139,53.26122,345,-75
FL-43-1,1958,-2.54944,53.26115,345,-72
FL-43-1,1958,-2.54637,53.26118,342,-62
FL-43-1,1958,-2.54011,53.26112,334,-52
FL-43-1,1958,-2.53823,53.26109,331,-50
FL-43-1,1958,-2.53579,53.26115,328,-52
FL-43-1,1958,-2.53084,53.26112,327,-59
FL-43-1,1958,-2.5291,53.2611,328,-60
FL-43-1,1958,-2.52441,53.26123,330,-62
FL-43-1,1958,-2.51887,53.26139,334,-65
FL-43-1,1958,-2.51486,53.2615,333,-62
FL-43-1,1958,-2.51359,53.26158,333,-60
FL-43-1,1958,-2.5086,53.26186,332,-62
FL-43-1,1958,-2.50377,53.26198,330,-59
FL-43-1,1958,-2.49897,53.26224,329,-62
FL-43-1,1958,-2.49374,53.2625,327,-55
FL-43-1,1958,-2.48874,53.26271,325,-62
FL-43-1,1958,-2.48597,53.26284,327,-65
FL-43-1,1958,-2.48353,53.26298,328,-62
FL-43-1,1958,-2.47956,53.26311,331,-52
FL-43-1,1958,-2.47775,53.26321,332,-42
FL-43-1,1958,-2.47608,53.2633,333,-32
FL-43-1,1958,-2.47478,53.2633,334,-28
FL-43-1,1958,-2.47362,53.26339,335,-32
FL-43-1,1958,-2.47169,53.26348,335,-42
FL-43-1,1958,-2.46967,53.26353,335,-52
FL-43-1,1958,-2.46741,53.26374,335,-54
FL-44-1,1958,-3.18176,53.27311,343,-42
FL-44-1,1958,-3.17753,53.27334,335,-40
FL-44-1,1958,-3.17461,53.27334,332,-42
FL-44-1,1958,-3.16644,53.27346,318,-45
FL-44-1,1958,-3.13656,53.27395,315,-44
FL-44-1,1958,-3.12476,53.27414,315,-44
FL-44-1,1958,-3.12104,53.27415,315,-46
FL-44-1,1958,-3.09147,53.27459,315,-43
FL-44-1,1958,-3.08263,53.27473,315,9
FL-44-1,1958,-3.03826,53.27533,359,-38
FL-44-1,1958,-3.01633,53.27549,356,-32
