Easting[m],Northing[m],Vp[km/s],ElevationReference[m],ElevationLidar[m]1,x[m],y[m],z[m],Vs[km/s],Vp/Vs
335925.507,4264190.918,5.820,446.200,1696.201,3125.000,3500.000,1250.000,3.409,1.707
335550.507,4262565.918,5.820,446.150,1696.153,2750.000,1875.000,1250.000,3.409,1.707
336050.507,4265190.918,5.820,553.980,1678.980,3250.000,4500.000,1125.000,3.409,1.707
337425.507,4262315.918,5.820,554.000,1803.998,4625.000,1625.000,1250.000,3.409,1.707
335300.507,4261940.918,5.820,445.870,1695.866,2500.000,1250.000,1250.000,3.409,1.707
336050.507,4263440.918,5.820,554.180,1679.180,3250.000,2750.000,1125.000,3.409,1.707
335800.507,4263815.918,5.820,445.780,1695.781,3000.000,3125.000,1250.000,3.409,1.707
335425.507,4262190.918,5.819,445.620,1695.620,2625.000,1500.000,1250.000,3.411,1.706
336175.507,4264690.918,5.820,445.590,1695.587,3375.000,4000.000,1250.000,3.409,1.707
334925.507,4261940.918,5.892,554.430,1679.430,2125.000,1250.000,1125.000,3.410,1.728
335050.507,4260690.918,5.820,445.550,1695.552,2250.000,0.000,1250.000,3.409,1.707
335800.507,4263065.918,5.821,445.520,1695.522,3000.000,2375.000,1250.000,3.410,1.707
335550.507,4264065.918,5.827,554.550,1679.551,2750.000,3375.000,1125.000,3.410,1.709
335050.507,4261315.918,5.820,445.450,1695.445,2250.000,625.000,1250.000,3.409,1.707
337300.507,4262065.918,5.820,554.560,1804.556,4500.000,1375.000,1250.000,3.409,1.707
336050.507,4264565.918,5.820,445.430,1695.431,3250.000,3875.000,1250.000,3.409,1.707
335175.507,4262565.918,5.176,554.600,1679.604,2375.000,1875.000,1125.000,3.075,1.683
335550.507,4263565.918,5.675,554.600,1679.602,2750.000,2875.000,1125.000,3.372,1.683
336300.507,4265690.918,5.820,554.670,1679.675,3500.000,5000.000,1125.000,3.409,1.707
334800.507,4261565.918,5.816,554.680,1679.680,2000.000,875.000,1125.000,3.409,1.706
335425.507,4263690.918,5.539,554.690,1679.694,2625.000,3000.000,1125.000,3.291,1.683
336550.507,4265440.918,5.820,445.280,1695.280,3750.000,4750.000,1250.000,3.409,1.707
335925.507,4263690.918,5.820,445.190,1695.185,3125.000,3000.000,1250.000,3.409,1.707
337550.507,4262815.918,5.820,554.830,1804.829,4750.000,2125.000,1250.000,3.409,1.707
335300.507,4262940.918,4.467,554.890,1679.885,2500.000,2250.000,1125.000,2.654,1.683
333425.507,4265690.918,3.465,445.050,1570.055,625.000,5000.000,1125.000,2.059,1.683
337300.507,4261315.918,5.820,555.060,1805.060,4500.000,625.000,1250.000,3.409,1.707
337800.507,4260940.918,5.820,555.140,1805.139,5000.000,250.000,1250.000,3.409,1.707
335925.507,4264315.918,5.820,444.770,1694.769,3125.000,3625.000,1250.000,3.409,1.707
337425.507,4261565.918,5.820,444.750,1819.753,4625.000,875.000,1375.000,3.409,1.707
335550.507,4262690.918,5.828,444.730,1694.727,2750.000,2000.000,1250.000,3.410,1.709
336425.507,4265315.918,5.820,444.650,1694.646,3625.000,4625.000,1250.000,3.409,1.707
332925.507,4265315.918,3.466,444.590,1569.592,125.000,4625.000,1125.000,2.059,1.683
333050.507,4265440.918,3.466,444.550,1569.551,250.000,4750.000,1125.000,2.059,1.683
337675.507,4261190.918,5.820,555.480,1805.481,4875.000,500.000,1250.000,3.409,1.707
335675.507,4264440.918,5.823,555.530,1680.528,2875.000,3750.000,1125.000,3.409,1.708
334675.507,4260690.918,3.681,555.600,1680.599,1875.000,0.000,1125.000,2.187,1.683
335175.507,4262440.918,5.572,555.600,1680.599,2375.000,1750.000,1125.000,3.311,1.683
337550.507,4261940.918,5.820,444.370,1819.369,4750.000,1250.000,1375.000,3.409,1.707
337550.507,4262565.918,5.820,555.660,1805.656,4750.000,1875.000,1250.000,3.409,1.707
337800.507,4261565.918,5.820,444.340,1819.343,5000.000,875.000,1375.000,3.409,1.707
337800.507,4262690.918,5.820,444.310,1819.311,5000.000,2000.000,1375.000,3.409,1.707
335050.507,4262190.918,5.899,555.720,1680.721,2250.000,1500.000,1125.000,3.410,1.730
333300.507,4265690.918,3.465,444.160,1569.158,500.000,5000.000,1125.000,2.059,1.683
336050.507,4265065.918,5.820,555.850,1680.855,3250.000,4375.000,1125.000,3.409,1.707
336425.507,4263440.918,5.820,444.110,1694.115,3625.000,2750.000,1250.000,3.409,1.707
335050.507,4260815.918,5.820,444.070,1694.069,2250.000,125.000,1250.000,3.409,1.707
336675.507,4265690.918,5.820,443.970,1693.966,3875.000,5000.000,1250.000,3.409,1.707
334925.507,4261815.918,5.842,556.040,1681.044,2125.000,1125.000,1125.000,3.410,1.713
335050.507,4261065.918,5.820,443.960,1693.961,2250.000,375.000,1250.000,3.409,1.707
335050.507,4260940.918,5.820,443.920,1693.924,2250.000,250.000,1250.000,3.409,1.707
335300.507,4262065.918,5.819,443.820,1693.819,2500.000,1375.000,1250.000,3.409,1.707
335300.507,4262815.918,4.809,556.190,1681.195,2500.000,2125.000,1125.000,2.857,1.683
335800.507,4264690.918,5.820,556.190,1681.192,3000.000,4000.000,1125.000,3.409,1.707
336300.507,4264940.918,5.820,443.800,1693.796,3500.000,4250.000,1250.000,3.409,1.707
335425.507,4262315.918,5.817,443.780,1693.783,2625.000,1625.000,1250.000,3.410,1.706
332800.507,4265190.918,3.465,443.780,1568.781,0.000,4500.000,1125.000,2.059,1.683
333175.507,4265565.918,3.466,443.770,1568.771,375.000,4875.000,1125.000,2.059,1.683
336300.507,4265065.918,5.820,443.770,1693.770,3500.000,4375.000,1250.000,3.409,1.707
336550.507,4265565.918,5.820,443.620,1693.618,3750.000,4875.000,1250.000,3.409,1.707
335800.507,4263940.918,5.820,443.600,1693.598,3000.000,3250.000,1250.000,3.409,1.707
337800.507,4262815.918,5.820,443.560,1818.559,5000.000,2125.000,1375.000,3.409,1.707
337300.507,4261940.918,5.820,556.450,1806.450,4500.000,1250.000,1250.000,3.409,1.707
336175.507,4265440.918,5.820,556.450,1681.453,3375.000,4750.000,1125.000,3.409,1.707
337550.507,4262690.918,5.820,556.550,1806.553,4750.000,2000.000,1250.000,3.409,1.707
337800.507,4261065.918,5.820,556.600,1806.596,5000.000,375.000,1250.000,3.409,1.707
335550.507,4263940.918,5.793,556.640,1681.643,2750.000,3250.000,1125.000,3.442,1.683
337550.507,4262440.918,5.820,556.680,1806.679,4750.000,1750.000,1250.000,3.409,1.707
337675.507,4262065.918,5.820,443.170,1818.165,4875.000,1375.000,1375.000,3.409,1.707
337425.507,4261690.918,5.820,443.170,1818.170,4625.000,1000.000,1375.000,3.409,1.707
337675.507,4261940.918,5.820,443.120,1818.124,4875.000,1250.000,1375.000,3.409,1.707
335550.507,4262815.918,5.837,443.010,1693.010,2750.000,2125.000,1250.000,3.409,1.712
337550.507,4261565.918,5.820,442.920,1817.923,4750.000,875.000,1375.000,3.409,1.707
334800.507,4261315.918,5.820,557.130,1682.129,2000.000,625.000,1125.000,3.409,1.707
335425.507,4263190.918,4.723,557.220,1682.224,2625.000,2500.000,1125.000,2.806,1.683
337300.507,4261815.918,5.820,557.270,1807.266,4500.000,1125.000,1250.000,3.409,1.707
334800.507,4261065.918,5.643,557.290,1682.286,2000.000,375.000,1125.000,3.353,1.683
337675.507,4261315.918,5.820,557.310,1807.312,4875.000,625.000,1250.000,3.409,1.707
334800.507,4261190.918,5.820,557.350,1682.349,2000.000,500.000,1125.000,3.409,1.707
334800.507,4261440.918,5.819,557.380,1682.375,2000.000,750.000,1125.000,3.411,1.706
337550.507,4262190.918,5.820,442.600,1817.595,4750.000,1500.000,1375.000,3.409,1.707
337675.507,4261565.918,5.820,442.570,1817.566,4875.000,875.000,1375.000,3.409,1.707
335675.507,4264315.918,5.822,557.510,1682.511,2875.000,3625.000,1125.000,3.411,1.707
336175.507,4263565.918,5.820,442.420,1692.420,3375.000,2875.000,1250.000,3.409,1.707
335050.507,4261190.918,5.820,442.340,1692.343,2250.000,500.000,1250.000,3.409,1.707
335925.507,4264440.918,5.820,442.330,1692.329,3125.000,3750.000,1250.000,3.409,1.707
335550.507,4263815.918,5.725,557.680,1682.678,2750.000,3125.000,1125.000,3.402,1.683
334800.507,4260940.918,5.110,557.720,1682.716,2000.000,250.000,1125.000,3.036,1.683
335050.507,4262065.918,5.898,557.760,1682.755,2250.000,1375.000,1125.000,3.409,1.730
335300.507,4262690.918,5.072,557.800,1682.800,2500.000,2000.000,1125.000,3.014,1.683
336175.507,4264815.918,5.820,442.180,1692.184,3375.000,4125.000,1250.000,3.409,1.707
335925.507,4264815.918,5.820,558.000,1682.995,3125.000,4125.000,1125.000,3.409,1.707
337550.507,4261315.918,5.820,558.000,1808.003,4750.000,625.000,1250.000,3.409,1.707
335425.507,4262440.918,5.821,441.860,1691.857,2625.000,1750.000,1250.000,3.410,1.707
335550.507,4262940.918,5.842,441.810,1691.805,2750.000,2250.000,1250.000,3.410,1.713
337675.507,4262190.918,5.820,441.730,1816.733,4875.000,1500.000,1375.000,3.409,1.707
335175.507,4261940.918,5.818,441.720,1691.718,2375.000,1250.000,1250.000,3.410,1.706
335425.507,4263565.918,5.455,558.330,1683.326,2625.000,2875.000,1125.000,3.241,1.683
334800.507,4260815.918,4.578,558.410,1683.410,2000.000,125.000,1125.000,2.720,1.683
335425.507,4263065.918,4.955,558.420,1683.419,2625.000,2375.000,1125.000,2.944,1.683
336050.507,4264690.918,5.820,441.540,1691.539,3250.000,4000.000,1250.000,3.409,1.707
336175.507,4265315.918,5.820,558.490,1683.489,3375.000,4625.000,1125.000,3.409,1.707
335675.507,4263065.918,5.835,441.470,1691.469,2875.000,2375.000,1250.000,3.410,1.711
334925.507,4261565.918,5.816,558.550,1683.546,2125.000,875.000,1125.000,3.409,1.706
336300.507,4265565.918,5.820,558.550,1683.548,3500.000,4875.000,1125.000,3.409,1.707
336050.507,4264940.918,5.820,558.640,1683.640,3250.000,4250.000,1125.000,3.409,1.707
335050.507,4261440.918,5.820,441.360,1691.356,2250.000,750.000,1250.000,3.409,1.707
335675.507,4264190.918,5.822,558.660,1683.659,2875.000,3500.000,1125.000,3.411,1.707
332925.507,4265440.918,3.466,441.330,1566.330,125.000,4750.000,1125.000,2.059,1.683
332800.507,4265315.918,3.465,441.320,1566.321,0.000,4625.000,1125.000,2.059,1.683
335675.507,4263190.918,5.801,558.720,1683.720,2875.000,2500.000,1125.000,3.410,1.701
337300.507,4261440.918,5.820,558.760,1808.765,4500.000,750.000,1250.000,3.409,1.707
336300.507,4265190.918,5.820,441.130,1691.127,3500.000,4500.000,1250.000,3.409,1.707
335800.507,4264065.918,5.820,441.060,1691.057,3000.000,3375.000,1250.000,3.409,1.707
336425.507,4265440.918,5.820,440.960,1690.960,3625.000,4750.000,1250.000,3.409,1.707
335175.507,4261815.918,5.820,440.960,1690.965,2375.000,1125.000,1250.000,3.409,1.707
337425.507,4261190.918,5.820,559.070,1809.074,4625.000,500.000,1250.000,3.409,1.707
335800.507,4264565.918,5.820,559.240,1684.242,3000.000,3875.000,1125.000,3.409,1.707
336175.507,4263440.918,5.818,559.300,1684.297,3375.000,2750.000,1125.000,3.410,1.706
337425.507,4261315.918,5.820,559.350,1809.351,4625.000,625.000,1250.000,3.409,1.707
336050.507,4263565.918,5.821,559.370,1684.369,3250.000,2875.000,1125.000,3.410,1.707
337675.507,4262440.918,5.820,440.620,1815.619,4875.000,1750.000,1375.000,3.409,1.707
335800.507,4264190.918,5.820,440.580,1690.575,3000.000,3500.000,1250.000,3.409,1.707
335300.507,4262190.918,5.820,440.570,1690.565,2500.000,1500.000,1250.000,3.409,1.707
332800.507,4265690.918,3.264,559.440,1559.440,0.000,5000.000,1000.000,1.939,1.683
336550.507,4265690.918,5.820,440.510,1690.512,3750.000,5000.000,1250.000,3.409,1.707
337675.507,4261440.918,5.820,559.520,1809.523,4875.000,750.000,1250.000,3.409,1.707
333175.507,4265690.918,3.466,440.440,1565.437,375.000,5000.000,1125.000,2.059,1.683
335425.507,4262565.918,5.832,440.440,1690.443,2625.000,1875.000,1250.000,3.411,1.710
335675.507,4264065.918,5.821,559.590,1684.588,2875.000,3375.000,1125.000,3.410,1.707
333050.507,4265565.918,3.466,440.400,1565.399,250.000,4875.000,1125.000,2.059,1.683
335925.507,4264565.918,5.820,440.390,1690.391,3125.000,3875.000,1250.000,3.409,1.707
336425.507,4265690.918,5.820,559.660,1684.658,3625.000,5000.000,1125.000,3.409,1.707
337800.507,4261440.918,5.820,440.330,1815.330,5000.000,750.000,1375.000,3.409,1.707
334925.507,4261690.918,5.819,559.850,1684.850,2125.000,1000.000,1125.000,3.409,1.707
335175.507,4262315.918,5.817,559.860,1684.863,2375.000,1625.000,1125.000,3.410,1.706
335300.507,4262565.918,5.422,559.930,1684.929,2500.000,1875.000,1125.000,3.222,1.683
337550.507,4262315.918,5.820,559.960,1809.956,4750.000,1625.000,1250.000,3.409,1.707
337300.507,4261690.918,5.820,559.980,1809.984,4500.000,1000.000,1250.000,3.409,1.707
