Northing_m,Easting_m,Elevation_m,Resistivity_ohmm
4257273.0,335374.7,557.1421,575.89
4257273.0,336156.3,586.7084,169.73
4257273.0,344201.5,550.6987,2241.9
4257276.0,327139.8,535.2031,2.01
4257284.0,331553.7,433.1589,5.64
4257287.0,330549.9,407.1149,4.13
4257288.0,332536.3,460.2183,14.42
4257288.0,341238.4,456.5102,976.73
4257289.0,334473.2,524.4417,238.41
4257289.0,336111.5,585.0189,167.7
4257295.0,346334.9,481.6267,267.0
4257296.0,333507.3,490.5761,32.69
4257301.0,336079.2,582.5981,167.79
4257302.0,325683.5,530.0233,10.24
4257306.0,338995.0,574.1565,5.84
4257310.0,336056.0,581.7171,168.69
4257313.0,343360.9,437.431,3609.48
4257315.0,336039.7,581.5201,169.75
4257317.0,336771.6,610.6864,355.77
4257318.0,338232.3,512.7481,940.55
4257320.0,336026.9,581.1967,170.82
4257324.0,336015.0,580.9835,172.01
4257324.0,337484.7,392.9221,1242.61
4257327.0,340399.4,393.4771,4042.84
4257329.0,336003.3,580.8239,173.39
4257333.0,335991.5,580.5815,174.98
4257337.0,335199.7,550.1919,711.19
4257337.0,335979.8,580.2171,176.76
4257339.0,339636.3,625.5682,887.73
4257339.0,345483.3,641.771,514.58
4257343.0,335964.7,579.3853,179.33
4257351.0,335942.6,577.9637,183.73
4257353.0,342520.3,339.7198,1741.33
4257362.0,329302.9,578.2113,8.56
4257362.0,335911.2,575.8211,191.28
4257363.0,331337.6,426.574,4.55
4257367.0,332320.2,452.6962,9.93
4257367.0,334257.0,516.732,129.04
4257372.0,336622.2,604.3783,319.36
4257374.0,330311.6,401.5666,5.11
4257375.0,333291.1,482.8817,21.84
4257378.0,335867.5,574.1887,204.59
4257379.0,344642.7,570.3019,1507.14
4257382.0,337325.0,382.6532,998.16
4257388.0,338040.2,490.1989,1525.52
4257389.0,346809.0,437.6473,205.63
4257393.0,341679.7,538.5856,593.68
4257399.0,328060.0,550.8696,4.6
4257400.0,335806.9,571.9937,228.68
4257400.0,338736.6,578.3134,20.07
4257407.0,323936.9,547.7422,28.1
4257411.0,334997.6,540.3968,637.67
4257419.0,326744.8,530.0775,2.34
4257419.0,336492.9,599.0192,275.77
4257419.0,343802.1,495.6446,2050.89
4257431.0,335723.2,567.8512,273.78
4257433.0,340839.1,416.5206,1595.08
4257440.0,337165.2,617.7951,443.15
4257440.0,345935.5,541.1701,324.86
4257441.0,331121.5,420.6685,3.89
4257445.0,332104.1,447.2002,7.22
4257446.0,334040.9,507.9873,73.14
4257452.0,337864.0,449.988,1635.1
4257453.0,333075.0,475.5929,15.62
4257453.0,339322.4,583.1819,162.23
4257459.0,336383.0,592.9816,242.08
4257459.0,342961.5,440.4793,3029.71
4257465.0,340021.6,419.2578,3676.36
4257469.0,330051.7,596.5047,5.29
4257473.0,335607.0,563.506,358.72
4257477.0,347296.2,408.2934,221.02
4257484.0,345084.0,451.8792,936.73
4257488.0,325171.9,531.5223,11.54
4257489.0,334781.5,531.5641,402.89
4257489.0,338493.8,550.7429,130.86
4257490.0,328953.3,568.0812,7.38
4257490.0,336297.2,588.2887,222.94
4257498.0,337005.5,611.8002,440.57
4257499.0,342120.9,595.5046,1327.77
4257511.0,337700.3,412.1302,1448.65
4257512.0,336235.3,586.2114,214.03
4257520.0,330905.3,415.2176,3.66
4257524.0,331887.9,441.2845,5.79
4257524.0,344243.4,589.6638,1291.35
4257525.0,333824.8,500.5123,41.64
4257527.0,335458.4,557.126,485.85
4257529.0,336190.5,584.2082,210.36
4257532.0,327692.6,546.639,3.07
4257532.0,332858.9,467.3415,11.87
4257534.0,346409.6,476.7903,272.85
4257539.0,341280.3,466.5467,665.55
4257541.0,336158.2,582.3275,209.21
4257549.0,336135.0,580.9319,209.19
4257555.0,336118.6,579.8683,209.58
4257556.0,336845.7,606.9116,441.81
4257557.0,339036.9,601.2135,10.73
4257560.0,336105.9,579.0204,210.12
4257564.0,336094.0,578.5151,210.8
4257564.0,343402.7,483.0801,2149.74
4257568.0,334565.3,524.1848,218.49
4257568.0,336082.3,578.1556,211.66
4257569.0,337540.6,391.9061,1214.29
4257569.0,338274.1,516.4035,480.87
4257572.0,336070.5,577.8049,212.71
4257573.0,326322.3,527.5807,3.31
4257573.0,329765.3,589.2583,7.37
4257577.0,336058.8,577.4191,213.95
4257578.0,340441.3,414.5511,3000.96
4257582.0,336043.7,576.9364,215.78
4257586.0,345536.2,639.4733,421.54
4257590.0,336021.5,576.2986,219.03
4257590.0,339678.2,388.6908,1536.65
4257591.0,335283.4,547.4874,579.28
4257600.0,330683.8,410.0139,3.84
4257602.0,335990.2,574.8987,224.78
4257603.0,331671.8,434.5725,5.1
4257603.0,333608.7,491.7646,23.22
4257604.0,323396.6,552.5938,38.43
4257604.0,342562.1,345.8979,1677.31
4257611.0,332642.7,459.4993,9.37
4257611.0,336696.3,600.8885,416.84
4257618.0,335946.4,572.8748,235.15
4257623.0,328586.4,560.355,5.47
4257623.0,346896.9,434.5026,221.67
4257628.0,337380.8,380.3458,1039.54
4257630.0,344684.6,602.2497,969.91
4257638.0,338082.0,474.8111,935.49
4257640.0,335885.9,570.1725,254.06
4257644.0,341721.5,507.295,637.85
4257647.0,334349.2,516.1943,118.5
4257651.0,338778.5,609.6066,10.51
4257658.0,336567.0,595.6262,378.04
4257664.0,335081.3,537.771,510.46
4257670.0,327314.9,542.0292,2.8
4257670.0,335802.2,566.7337,288.84
4257670.0,343844.0,538.1954,1281.4
4257679.0,346010.3,527.6581,314.83
4257681.0,331455.7,427.4097,4.68
4257682.0,333392.5,483.4908,13.64
4257684.0,324633.7,534.4743,9.37
4257684.0,340880.9,444.7422,1009.27
4257686.0,337221.1,612.8432,486.17
4257687.0,330445.5,402.6363,4.41
4257689.0,329447.6,579.9108,8.31
4257689.0,332426.6,452.5074,7.48
4257698.0,336457.1,590.0063,343.54
4257703.0,337905.9,431.2145,1188.34
4257704.0,339364.3,622.0206,258.64
4257710.0,343003.4,473.8153,2104.87
4257712.0,335686.0,563.0715,350.94
4257715.0,340063.5,445.2519,3261.4
4257725.0,334133.1,508.9869,68.33
4257729.0,336371.3,586.6887,321.43
4257731.0,345136.8,445.1659,663.14
4257739.0,338535.6,552.1627,56.48
4257742.0,325857.1,530.3036,4.35
4257743.0,334865.2,529.0233,324.3
4257744.0,337061.3,603.9337,495.57
4257749.0,342162.8,555.5091,1324.97
4257752.0,336309.4,585.0245,309.61
4257757.0,328219.0,554.3841,3.31
4257760.0,331239.6,421.0045,4.2
4257761.0,333176.4,477.1776,9.31
4257762.0,337742.2,406.3843,1204.83
4257766.0,335537.4,557.1644,433.38
4257768.0,332210.5,446.3536,6.05
4257768.0,336264.6,582.8112,303.56
4257768.0,346497.5,467.44,291.35
4257775.0,344285.2,615.2594,1044.0
4257780.0,336232.3,580.8615,300.57
4257782.0,330185.6,596.5675,4.08
4257788.0,336209.1,579.1939,299.15
4257789.0,341322.2,514.2965,398.51
4257794.0,336192.7,578.0573,298.52
4257799.0,336180.0,577.5055,298.23
4257802.0,336901.6,599.1391,517.08
4257803.0,336168.1,577.3988,298.14
4257804.0,333916.9,502.249,39.59
4257807.0,336156.4,577.4779,298.21
4257808.0,339078.7,613.3345,27.47
4257812.0,336144.6,577.393,298.44
4257814.0,326920.0,536.0312,3.09
4257815.0,343444.6,527.943,1496.67
4257816.0,329098.0,571.5952,7.32
4257816.0,336132.9,577.1336,298.83
4257819.0,338316.0,500.3246,252.11
4257820.0,337582.4,392.3958,1116.45
4257821.0,336117.8,576.7494,299.55
4257822.0,334649.0,520.433,178.21
4257825.0,345610.9,625.7644,366.74
4257829.0,336095.6,575.4383,301.08
4257829.0,340483.2,411.68,2206.38
4257830.0,335362.4,547.7965,473.38
4257839.0,331023.4,415.5499,3.7
4257839.0,332960.3,470.3412,7.62
4257840.0,339720.0,415.0659,1692.54
4257841.0,336064.3,573.6282,304.19
4257847.0,331994.4,439.9422,5.13
4257855.0,342604.0,366.0141,1372.16
4257856.0,336752.2,595.2269,515.37
4257856.0,346986.9,429.7873,244.37
4257857.0,336020.5,571.8152,310.35
4257877.0,344737.4,582.8944,833.35
4257878.0,337422.7,381.2855,1025.4
4257879.0,335960.0,569.0065,322.08
4257880.0,324093.4,543.2908,19.55
4257883.0,333700.8,493.9245,21.37
4257886.0,329899.3,589.2236,5.82
4257889.0,338123.9,462.439,604.26
4257891.0,327851.6,551.2146,1.83
4257895.0,341763.4,513.6964,490.78
4257900.0,334432.9,512.6123,98.6
4257902.0,338820.3,586.0736,8.38
4257904.0,335160.3,538.2741,395.09
4257904.0,336622.8,590.0393,492.33
4257909.0,335876.3,565.49,343.43
4257913.0,346098.1,515.3149,335.98
4257918.0,332744.1,462.9045,6.94
4257919.0,330801.9,409.8386,3.37
4257920.0,343885.8,530.5447,1097.25
4257925.0,331778.2,435.5152,4.64
4257929.0,325345.4,529.6442,4.72
4257935.0,340922.8,505.2196,611.69
4257937.0,337262.9,613.0762,488.1
4257943.0,336513.0,584.9718,464.62
4257949.0,328731.2,564.5088,5.02
4257951.0,335760.1,561.4139,378.01
4257953.0,337947.8,428.6169,917.24
4257955.0,339406.1,636.9711,375.17
4257960.0,343045.2,465.7283,1611.4
4257961.0,333484.7,484.6491,11.66
4257966.0,340105.4,391.8065,2859.41
4257967.0,326497.4,532.2212,3.29
4257970.0,345211.5,412.3325,576.2
4257975.0,336427.1,582.3583,443.33
4257979.0,334216.8,506.3599,60.13
4257982.0,334944.1,527.8892,249.14
4257990.0,338577.5,526.6038,30.15
4257995.0,337103.2,601.9886,505.93
4257997.0,332528.0,455.3064,6.31
4257997.0,336365.2,580.8342,430.05
4258000.0,342204.6,573.946,1170.49
4258001.0,346587.6,460.7859,325.62
4258002.0,329581.5,581.6314,7.26
4258004.0,331562.1,428.859,4.26
4258006.0,330563.6,403.5384,3.38
4258006.0,335611.5,555.59,411.75
4258013.0,337784.0,410.8607,1060.0
4258014.0,336320.5,578.4846,421.98
4258022.0,344338.1,598.0936,867.72
4258025.0,336288.1,576.7942,417.06
4258028.0,327473.9,545.8374,1.63
4258034.0,336265.0,575.6434,414.04
4258040.0,333268.6,477.1094,7.48
4258040.0,336248.6,574.7174,412.16
4258040.0,341364.0,587.4561,232.69
4258044.0,336235.8,574.2403,410.84
4258049.0,336223.9,574.1073,409.72
4258053.0,336212.2,574.1815,408.73
4258053.0,336943.4,594.8791,537.55
4258057.0,336200.5,574.2809,407.85
4258058.0,334000.6,500.5319,38.85
4258059.0,339120.6,612.9438,76.09
4258059.0,345698.8,600.465,361.5
4258061.0,334728.0,518.5004,138.82
4258062.0,336188.7,574.3098,407.08
4258066.0,343486.5,496.14,1337.77
4258067.0,336173.7,573.9943,406.23
4258069.0,335436.5,547.9389,400.64
4258070.0,338357.9,488.3953,150.75
4258071.0,337624.3,397.4688,1074.98
4258075.0,332311.9,448.1017,5.46
4258075.0,336151.5,572.5925,405.28
4258077.0,323553.0,548.0743,23.01
4258079.0,340525.0,397.0758,1622.71
4258083.0,328363.7,559.6283,2.71
4258083.0,331346.0,421.7279,3.58
4258086.0,336120.2,570.887,404.51
4258089.0,347077.0,430.8084,273.3
4258091.0,339761.9,364.6857,1801.83
4258101.0,330303.7,598.0972,2.72
4258102.0,336076.4,569.5508,404.48
4258106.0,342645.9,674.1699,1996.64
4258107.0,336794.1,589.3677,552.67
4258115.0,344812.2,514.2255,676.18
4258119.0,333052.4,470.7313,5.99
4258124.0,336015.9,566.779,406.03
4258125.0,324807.2,529.8798,7.72
4258129.0,329232.0,575.4041,6.96
4258129.0,337464.5,385.2591,1044.07
4258136.0,333784.5,492.8353,23.5
4258137.0,326032.2,533.4115,3.47
4258140.0,334511.9,511.4515,78.05
4258140.0,338165.8,461.2595,441.14
4258143.0,335234.4,538.5779,313.6
4258146.0,341805.3,571.6502,396.47
4258147.0,346188.2,501.1186,399.71
4258153.0,338862.2,591.8656,11.14
4258154.0,332095.8,440.5974,4.61
4258154.0,336664.7,584.4563,546.79
4258155.0,335932.1,562.6336,409.84
4258161.0,331129.8,416.7461,2.74
4258167.0,343938.7,497.9785,878.8
4258172.0,327078.9,539.0614,2.17
4258186.0,340964.7,549.1447,363.62
4258187.0,337304.8,616.0887,502.21
4258194.0,336554.8,581.0552,531.52
4258197.0,332836.3,463.3561,5.49
4258197.0,335816.0,558.6343,413.6
4258204.0,337989.6,435.4691,795.43
4258204.0,345299.4,358.6419,498.67
4258205.0,330017.3,591.5978,3.96
4258205.0,339448.0,597.6011,490.71
4258211.0,343087.1,431.168,1368.58
4258215.0,333568.4,484.9259,13.58
4258217.0,327996.3,554.6846,1.37
4258217.0,340147.2,620.2725,2114.84
4258218.0,334295.8,504.5817,49.49
4258221.0,335018.2,527.985,198.24
4258226.0,336469.0,578.2199,516.81
4258233.0,331879.6,434.8847,3.87
4258235.0,346677.6,461.8153,377.01
4258241.0,338619.4,540.3328,22.86
4258242.0,330908.3,409.8102,2.17
4258246.0,337145.0,604.91,512.39
4258248.0,336407.1,575.4382,506.23
4258251.0,335667.4,553.3846,402.89
4258251.0,342246.5,571.1398,1135.3
4258261.0,344412.8,528.4443,662.37
4258262.0,328865.1,568.6155,4.79
4258264.0,336362.3,573.0764,498.99
4258264.0,337825.9,414.3459,1037.4
4258276.0,332620.2,455.5642,5.14
4258276.0,336330.0,571.2678,494.05
4258285.0,336306.8,569.6641,490.69
4258291.0,336290.5,568.6791,488.4
4258291.0,341405.9,626.3492,172.96
4258292.0,345788.8,563.1386,423.57
4258294.0,333352.3,477.3835,8.55
4258295.0,336277.7,568.2829,486.67
4258297.0,334079.6,497.9908,35.7
4258299.0,336265.8,568.2861,485.1
4258300.0,334802.1,518.8799,114.02
4258304.0,336254.1,568.4724,483.59
4258304.0,336985.3,594.8235,536.12
4258308.0,336242.3,568.5565,482.11
4258309.0,339162.4,572.0871,138.29
4258311.0,331663.5,429.0071,3.1
4258312.0,336230.6,568.5532,480.66
4258313.0,343539.3,427.5628,1078.72
4258315.0,335492.3,546.5927,354.78
4258318.0,336215.5,568.166,478.85
4258321.0,324266.9,538.5224,14.87
4258321.0,329699.6,584.8484,5.65
4258321.0,338399.7,493.7982,102.66
4258322.0,337666.1,401.1666,1138.26
4258322.0,347167.1,436.5996,306.03
4258323.0,325520.5,531.9889,4.63
4258326.0,326656.4,535.2362,2.77
4258326.0,336193.4,567.1136,476.27
4258329.0,330670.0,403.7917,2.08
4258330.0,340566.9,388.724,1192.27
4258337.0,336162.0,565.9379,472.76
4258342.0,339803.8,587.803,1367.55
4258349.0,344900.0,424.5827,500.64
4258353.0,336118.3,564.5334,468.02
4258354.0,327618.6,547.2179,1.03
4258355.0,332404.0,448.3775,4.63
4258356.0,342687.7,637.994,1861.1
4258358.0,336835.9,586.1002,552.15
4258372.0,333136.1,469.7741,6.3
4258375.0,336057.7,562.2064,461.41
4258376.0,333863.5,489.9498,25.83
4258379.0,334586.0,511.067,65.89
4258380.0,337506.4,390.4288,1154.29
4258380.0,346278.3,494.6891,517.24
4258389.0,335290.2,537.7555,265.79
4258390.0,331447.4,422.5818,2.21
4258391.0,338207.6,458.5734,337.98
4258396.0,328497.7,562.5277,2.74
4258396.0,341847.1,622.1423,369.37
4258403.0,338904.1,582.9553,28.38
4258405.0,336706.5,580.0664,555.54
4258406.0,335974.0,559.216,451.08
4258406.0,344013.4,470.5629,646.13
4258423.0,330410.1,599.1793,1.57
4258433.0,332187.9,440.7662,3.95
4258436.0,341006.5,519.952,279.07
4258437.0,345389.5,656.7017,352.93
4258438.0,337346.7,618.4774,577.58
4258445.0,336596.7,575.9648,551.92
4258448.0,329350.0,577.8424,6.28
4258448.0,335857.8,555.7172,431.38
4258451.0,332920.0,461.9379,5.29
4258454.0,333647.4,483.3624,17.56
4258455.0,338031.5,430.8305,704.16
4258456.0,339489.9,547.4857,611.45
4258457.0,334369.9,503.5425,42.69
4258458.0,343139.9,383.2272,1238.05
4258467.0,335074.1,528.1911,172.51
4258468.0,340189.1,593.3577,2075.21
4258468.0,346767.7,461.2428,443.68
4258469.0,331231.2,417.6616,1.51
4258476.0,336510.8,573.2314,546.48
4258492.0,338661.2,559.4483,29.51
4258495.0,326191.2,534.6739,3.29
4258495.0,344500.6,441.9189,447.47
4258496.0,337186.9,605.1066,568.98
4258498.0,327223.7,540.375,1.28
4258499.0,336448.9,570.5435,541.71
4258502.0,335709.2,550.9098,391.09
4258502.0,342288.4,581.0479,1210.32
4258512.0,331971.8,433.9613,3.17
4258515.0,336404.2,568.4309,537.92
4258515.0,337867.8,408.7424,1040.23
4258518.0,323726.6,545.9713,10.39
4258519.0,324982.4,528.1802,9.3
4258525.0,345878.9,549.4593,579.34
4258527.0,330123.8,593.1744,2.38
4258527.0,336371.9,566.7717,535.0
4258530.0,328130.2,556.2873,1.61
4258530.0,332703.9,454.4533,4.74
4258533.0,333431.2,477.2357,11.8
4258535.0,336348.7,565.1608,532.8
4258536.0,334153.7,497.2788,32.71
4258541.0,336332.3,564.4031,531.2
4258542.0,341447.8,624.0293,179.47
4258546.0,334858.0,519.2135,105.46
4258546.0,336319.5,564.148,529.91
4258549.0,331009.7,412.2108,1.23
4258550.0,336307.7,563.947,528.68
4258551.0,343614.1,410.9718,798.68
4258554.0,337027.2,593.971,574.95
4258555.0,336295.9,563.9104,527.43
4258556.0,347257.1,448.6638,338.14
4258559.0,336284.2,563.8819,526.14
4258560.0,339204.3,521.7391,218.98
4258563.0,336272.4,563.7168,524.82
4258566.0,335534.2,544.9921,323.38
4258569.0,336257.4,563.2987,523.06
4258572.0,338441.6,508.4034,81.84
4258573.0,337708.0,394.5685,1251.28
4258577.0,336235.2,561.9772,520.34
4258581.0,328983.2,570.2574,4.48
4258581.0,340608.8,370.4458,889.74
4258583.0,344990.1,370.3197,333.39
4258588.0,336203.9,560.5916,516.19
4258591.0,331755.7,427.9668,2.31
4258593.0,339845.6,560.6167,1504.62
4258603.0,342740.6,639.8876,1876.85
4258604.0,336160.1,559.6321,509.66
4258608.0,332487.7,447.5551,4.27
4258609.0,336877.8,586.4244,583.49
4258612.0,333215.1,468.9123,8.3
4258613.0,346368.3,492.3185,693.88
4258615.0,333937.6,490.1301,27.32
4258625.0,334641.8,509.7732,64.91
4258626.0,336099.6,557.3048,498.96
4258631.0,337548.3,384.9023,1344.28
4258636.0,330771.4,405.177,1.36
4258639.0,335332.1,536.5119,237.87
4258640.0,344101.3,436.2152,434.07
4258642.0,338249.5,455.1015,257.94
4258643.0,329806.0,586.2554,4.0
4258647.0,341889.0,660.7227,386.02
4258652.0,326801.1,535.8706,1.89
4258654.0,338945.9,518.8256,72.18
4258656.0,336748.4,580.8256,590.16
4258657.0,336015.9,554.3495,480.23
4258667.0,327752.6,549.1396,1.15
4258669.0,331539.5,421.4241,1.55
4258671.0,345479.5,612.9226,436.58
4258681.0,325679.5,534.638,4.93
4258687.0,332271.6,440.6499,3.71
4258687.0,341048.4,469.9085,245.98
4258689.0,337388.5,615.4746,754.04
4258690.0,332999.0,459.448,6.34
4258693.0,333721.5,482.766,22.23
4258696.0,336638.6,575.1859,595.02
4258697.0,343214.7,378.2827,1132.08
4258699.0,335899.7,550.9534,445.52
4258701.0,346857.8,463.35,517.62
4258703.0,334425.7,501.7113,43.86
4258706.0,338073.4,418.6316,585.0
4258707.0,339531.7,532.7517,711.71
4258715.0,328615.7,562.3294,2.84
4258716.0,324442.0,531.1681,11.81
4258718.0,335116.0,526.8131,161.74
4258719.0,340231.0,596.1722,2057.39
4258727.0,336552.7,571.8659,597.92
4258728.0,344590.7,399.6077,260.12
4258731.0,330511.5,598.4119,1.15
4258743.0,338703.1,509.2908,55.26
4258747.0,337228.8,603.6895,725.4
4258748.0,331323.4,415.6148,1.14
4258749.0,342341.2,624.2372,1410.97
4258750.0,336490.8,569.1681,599.09
4258753.0,335751.1,545.5285,386.21
4258758.0,345968.9,537.652,859.53
4258765.0,337909.6,402.3976,974.61
4258766.0,332055.5,433.6989,2.98
4258766.0,336446.1,567.1196,599.18
4258769.0,332782.9,452.2483,5.27
4258770.0,329456.5,577.5907,5.61
4258772.0,333505.3,475.7791,16.87
4258778.0,336413.7,565.3933,598.71
4258782.0,334209.6,496.0116,34.66
4258785.0,343701.9,411.5213,553.77
4258786.0,336390.6,564.1284,598.05
4258792.0,336374.2,563.5873,597.41
4258793.0,341489.6,623.6915,183.67
4258797.0,334899.8,517.4357,108.08
4258797.0,336361.4,563.3359,596.79
4258801.0,336349.5,562.8049,596.12
4258805.0,336337.8,562.2116,595.36
4258805.0,337069.0,595.2745,709.32
4258810.0,336326.1,561.8869,594.5
4258811.0,327357.6,543.3798,1.03
4258811.0,339246.2,506.882,306.19
4258814.0,336314.3,561.5975,593.53
4258816.0,345080.1,324.1266,229.28
4258817.0,335576.0,540.0191,306.18
4258819.0,336299.2,561.1866,592.14
4258821.0,326335.9,535.0719,2.72
4258823.0,338483.5,484.1196,99.9
4258824.0,337749.9,390.7703,1312.74
4258827.0,336277.1,560.3061,589.74
4258829.0,331101.9,411.5633,1.14
4258832.0,340650.6,364.4466,761.46
4258835.0,330225.2,591.9092,1.66
4258839.0,336245.8,559.6235,585.6
4258842.0,342815.3,675.4642,2029.71
4258844.0,331839.3,427.4569,2.18
4258844.0,339887.5,563.5876,1639.48
4258846.0,346458.4,490.2668,913.95
4258848.0,332566.7,447.4781,4.61
4258849.0,328248.3,554.5736,2.28
4258851.0,333289.2,467.3251,12.1
4258855.0,336202.0,558.6152,578.19
4258860.0,336919.7,589.865,704.0
4258861.0,333993.4,489.6262,30.99
4258873.0,344191.3,412.7194,260.51
4258875.0,334683.7,508.018,73.45
4258877.0,325141.3,529.6161,8.74
4258877.0,336141.5,556.3359,564.54
4258882.0,337590.1,380.7927,1534.74
4258890.0,335374.0,532.5538,222.62
4258892.0,338291.4,448.5521,238.18
4258894.0,341941.8,354.49,291.1
4258904.0,329089.6,570.5303,4.35
4258904.0,345569.6,582.101,618.89
4258905.0,338987.8,485.7807,153.91
4258907.0,336057.7,553.8288,538.78
4258907.0,336790.3,585.8618,707.36
4258912.0,323901.7,538.6889,6.42
4258915.0,330863.6,405.2978,1.52
4258923.0,331623.2,420.7069,1.59
4258926.0,332350.6,439.8455,4.0
4258929.0,333073.1,457.5289,8.79
4258931.0,343302.5,391.8494,892.1
4258934.0,346947.8,471.1608,587.63
4258938.0,341090.3,472.9128,207.92
4258939.0,333777.3,481.7746,28.22
4258940.0,337430.4,614.8714,1035.39
4258947.0,336680.4,580.7649,715.13
4258950.0,329907.4,585.0175,2.92
4258950.0,335941.6,550.5531,490.18
4258954.0,334467.6,499.7448,53.12
4258957.0,338115.2,418.4358,514.01
4258958.0,339573.6,536.7828,767.79
4258961.0,344680.8,382.2712,159.97
4258965.0,326935.0,537.8349,1.29
4258969.0,335157.8,522.9983,158.12
4258969.0,340272.8,613.9718,2119.2
4258978.0,336594.6,575.2665,722.67
4258986.0,327870.6,548.6171,1.88
4258988.0,342415.9,668.3055,1774.87
4258992.0,346059.0,524.1995,1246.97
4258993.0,338745.0,467.2754,125.9
4258998.0,337270.6,606.9459,1005.37
4259000.0,336532.7,571.3988,727.64
4259002.0,331407.1,415.6055,1.44
4259004.0,335793.0,544.3576,410.97
4259005.0,332134.5,432.3008,3.26
4259007.0,325824.2,533.6301,4.35
4259008.0,332857.0,450.3759,6.87
4259010.0,330603.7,598.6243,1.69
4259016.0,337951.5,405.667,890.6
4259017.0,336487.9,569.6501,730.38
4259018.0,333561.2,474.2708,23.66
4259019.0,343792.0,393.8971,429.24
4259029.0,336455.6,568.8182,731.64
4259033.0,334251.4,493.417,42.81
4259037.0,336432.4,568.503,732.06
4259038.0,328722.2,565.9836,2.76
4259039.0,341542.5,657.0371,183.75
4259043.0,336416.1,568.1889,732.07
4259047.0,334941.7,514.6822,115.53
4259048.0,336403.3,567.9095,731.9
4259049.0,345170.2,656.8552,265.37
4259052.0,336391.4,567.3352,731.6
4259056.0,336379.7,566.5049,731.14
4259056.0,337110.9,599.5025,968.01
4259060.0,336367.9,565.7835,730.52
4259062.0,339288.0,506.3898,355.99
4259065.0,336356.2,565.3313,729.73
4259067.0,335617.9,537.0353,313.06
4259070.0,336341.1,565.0098,728.49
4259073.0,338525.3,450.7614,187.24
4259074.0,324601.0,525.2098,7.67
4259074.0,337791.7,396.4431,1293.01
4259076.0,342903.2,342.0819,1639.17
4259078.0,329557.9,577.1789,5.04
4259078.0,336319.0,564.7059,726.09
4259080.0,346548.4,497.772,1131.16
4259082.0,331185.6,411.4972,1.82
4259083.0,340692.5,391.4974,619.34
4259084.0,331918.3,427.214,2.52
4259087.0,332640.8,446.4826,5.76
4259090.0,336287.6,564.458,721.49
4259094.0,339929.4,580.7656,1830.34
4259097.0,333345.1,467.0827,17.74
4259106.0,336243.9,562.4941,712.44
4259107.0,344281.4,395.706,231.91
4259109.0,323361.4,544.5093,3.88
4259110.0,336961.5,593.3823,942.82
4259111.0,334035.3,486.5533,38.44
4259114.0,330317.3,590.987,2.01
4259126.0,334725.6,506.7056,87.06
4259128.0,336183.3,559.8911,694.5
4259130.0,327475.7,544.6487,1.2
4259132.0,337632.0,386.3339,1633.37
4259133.0,342016.6,361.03,398.51
4259134.0,326469.8,534.9364,2.09
4259137.0,345659.6,572.7262,779.06
4259141.0,335415.8,529.4166,220.23
4259143.0,338333.2,433.3089,337.26
4259156.0,339029.7,482.0996,242.46
4259158.0,336099.6,558.139,658.81
4259158.0,336832.1,589.9165,935.84
4259162.0,331702.2,421.0743,2.09
4259164.0,343392.6,360.0155,1055.84
4259165.0,332424.7,439.7317,4.92
4259168.0,347037.9,470.7855,646.47
4259169.0,330947.3,404.0368,2.74
4259171.0,328354.7,557.0949,2.71
4259175.0,333128.9,458.9925,12.84
4259185.0,341143.1,512.4919,158.15
4259190.0,333819.2,479.4622,35.89
4259191.0,337472.2,618.7853,1298.67
4259195.0,344770.8,373.5147,156.22
4259198.0,336722.3,586.7228,941.0
4259200.0,335983.4,554.346,589.55
4259203.0,325286.1,530.3652,6.44
4259205.0,334509.4,498.7437,67.64
4259207.0,338157.1,418.1484,586.28
4259209.0,339615.5,547.6017,822.44
4259211.0,329191.0,573.1843,4.33
4259220.0,335199.7,520.9023,155.55
4259220.0,340314.7,630.9857,2251.49
4259222.0,342503.8,651.6896,2403.89
4259225.0,346149.1,527.0315,1632.95
4259229.0,336636.4,583.0311,949.72
4259230.0,329999.6,583.6915,2.74
4259241.0,331486.1,415.8399,2.26
4259244.0,332208.6,432.2518,4.06
4259244.0,338786.8,462.8447,273.35
4259249.0,337312.5,611.1208,1320.38
4259251.0,336574.5,579.9353,956.38
4259252.0,343882.0,373.3437,522.92
4259254.0,332912.8,451.1229,9.77
4259254.0,335834.8,546.7537,476.6
4259264.0,330687.4,598.6942,4.04
4259267.0,337993.4,407.9191,910.17
4259268.0,336529.8,577.4002,960.31
4259269.0,333603.1,473.3323,31.27
4259270.0,324060.7,531.8543,4.08
4259278.0,341617.2,662.5801,169.41
4259279.0,336497.5,576.2218,962.22
4259282.0,345260.3,651.1013,208.39
4259283.0,334293.3,492.271,55.23
4259284.0,327053.1,539.7723,1.0
4259288.0,336474.3,575.7904,962.91
4259294.0,336457.9,575.096,962.99
4259298.0,334983.6,513.169,117.43
4259298.0,336445.1,574.7234,962.8
4259303.0,336433.3,574.4677,962.39
4259307.0,336421.5,574.2657,961.75
4259307.0,337152.8,602.6361,1291.01
4259309.0,327977.1,547.2202,3.03
4259309.0,342993.2,641.6116,2866.42
4259311.0,336409.8,573.9602,960.85
4259313.0,339329.9,520.7796,350.82
4259313.0,346638.5,497.9329,1298.05
4259316.0,336398.0,573.5941,959.69
4259318.0,335659.8,538.5141,340.74
4259320.0,325958.1,532.5128,3.47
