Northing_m,Easting_m,Elevation_m,Resistivity_ohmm
4262943.0,335203.9,490.7953,9.16
4262943.0,340319.5,588.6874,850.31
4262945.0,334465.5,463.2456,6.99
4262947.0,337384.7,609.2499,2597.72
4262948.0,333727.0,435.8033,20.15
4262948.0,339574.9,528.3622,385.29
4262950.0,338106.8,385.7123,2394.78
4262951.0,332988.6,411.985,9.85
4262954.0,332250.1,592.6726,3.1
4262955.0,338825.5,443.6715,757.54
4262956.0,323470.9,539.4909,17.81
4262957.0,343935.8,529.7816,787.98
4262963.0,330763.7,561.1466,0.6
4262963.0,337340.9,604.4411,2637.14
4262973.0,341699.7,415.1871,66.67
4262976.0,326340.0,528.5122,5.24
4262976.0,329994.4,550.6396,4.43
4262978.0,340953.5,391.7068,748.3
4262981.0,331442.5,570.9668,1.41
4262985.0,337280.4,597.4137,2665.24
4262989.0,345308.8,408.4974,36.13
4262993.0,329217.7,542.6556,2.42
4262997.0,337977.4,618.8938,1530.4
4263011.0,324053.1,533.9854,10.47
4263012.0,339398.8,515.8388,365.65
4263013.0,338665.7,426.4504,954.7
4263014.0,343049.6,461.9996,663.77
4263016.0,336464.7,549.8939,725.07
4263016.0,337196.7,588.4695,2645.07
4263019.0,335726.2,510.8568,34.43
4263021.0,334987.8,480.0194,6.31
4263022.0,346681.8,623.1947,1086.0
4263024.0,328403.2,534.2889,2.11
4263024.0,334249.3,453.5313,14.41
4263027.0,333510.9,427.5178,16.06
4263030.0,332772.4,404.4667,6.55
4263031.0,326920.0,528.7177,5.12
4263031.0,340076.7,567.1596,791.28
4263034.0,332028.6,585.5229,2.53
4263037.0,337867.6,613.7592,1613.77
4263046.0,344422.6,503.8625,410.38
4263058.0,337080.5,575.688,2496.31
4263065.0,324635.3,524.6678,12.56
4263069.0,337781.7,606.5341,1707.9
4263070.0,342165.0,412.155,388.8
4263071.0,338506.0,417.1857,1126.11
4263072.0,339235.0,496.5635,400.71
4263078.0,345795.6,358.1443,139.7
4263082.0,340668.0,634.6991,905.89
4263086.0,331156.2,566.7817,1.06
4263090.0,330414.1,555.0094,0.39
4263091.0,337719.8,600.0449,1791.32
4263095.0,336248.6,537.0825,315.33
4263096.0,327473.6,528.46,2.84
4263097.0,335510.1,498.9524,14.87
4263098.0,341356.2,465.6325,100.3
4263100.0,334771.7,471.6568,7.1
4263102.0,343536.4,512.7887,792.93
4263103.0,334033.2,443.3658,21.82
4263105.0,333294.8,419.4702,10.19
4263107.0,337675.1,599.1577,1863.04
4263108.0,332556.3,600.0668,5.47
4263110.0,329627.0,545.1098,3.42
4263110.0,347170.3,557.0684,1339.85
4263111.0,339857.1,531.0168,635.02
4263112.0,336931.9,562.2498,2123.02
4263119.0,325217.5,519.0648,9.26
4263119.0,337642.7,599.6233,1917.9
4263121.0,331790.3,578.3635,2.35
4263128.0,337619.6,598.8332,1958.23
4263129.0,338346.2,408.8654,1294.84
4263130.0,339075.3,467.6693,472.46
4263131.0,328840.0,536.5863,2.92
4263134.0,337603.2,597.5726,1987.07
4263135.0,344909.4,461.3253,60.3
4263138.0,337590.4,596.3783,2009.7
4263143.0,337578.5,595.4015,2030.75
4263147.0,337566.8,594.6987,2051.59
4263151.0,337555.1,593.9875,2072.36
4263155.0,337543.3,593.1377,2093.03
4263159.0,342650.2,447.0663,567.56
4263161.0,337528.3,592.355,2119.37
4263167.0,346282.4,366.0984,631.05
4263169.0,337506.1,591.4609,2157.44
4263173.0,325799.7,522.4857,4.23
4263173.0,336032.4,524.5156,119.39
4263176.0,335294.0,488.0699,8.53
4263176.0,336756.8,550.1095,1527.16
4263176.0,340409.6,583.9074,888.08
4263177.0,327980.7,529.998,2.5
4263179.0,334555.5,463.9027,12.84
4263180.0,337474.8,589.8098,2209.37
4263181.0,333817.1,434.9006,18.26
4263181.0,339665.0,498.8819,518.88
4263184.0,333078.6,412.2849,6.93
4263184.0,338196.9,401.8329,1497.18
4263187.0,332340.2,594.2488,4.55
4263188.0,338915.5,438.5744,564.26
4263191.0,344023.2,520.6012,743.85
4263196.0,337431.0,585.0686,2276.28
4263201.0,330838.5,561.2062,0.61
4263207.0,323512.8,538.302,16.32
4263207.0,341787.2,437.6708,49.35
4263212.0,341042.3,427.3101,509.39
4263216.0,331530.4,571.6226,2.03
4263218.0,337370.5,578.8921,2353.82
4263223.0,330047.3,549.2783,1.1
4263224.0,345396.2,388.9161,33.24
4263227.0,326381.9,528.2202,5.69
4263231.0,338067.5,393.7905,1742.9
4263244.0,329259.6,540.7577,4.35
4263245.0,339488.8,477.9728,464.77
4263246.0,338755.8,420.7972,660.41
4263248.0,343137.0,492.7783,742.27
4263249.0,336554.8,535.9486,884.2
4263249.0,337286.7,571.1343,2421.04
4263252.0,335816.3,504.8109,44.97
4263255.0,335077.9,477.8761,7.82
4263255.0,346770.9,603.2698,1312.71
4263257.0,334339.4,454.8917,22.13
4263260.0,333601.0,429.2806,10.6
4263261.0,324095.0,533.6886,10.93
4263263.0,332862.5,405.6587,5.61
4263265.0,340166.8,544.0059,763.38
4263268.0,332118.6,584.9408,3.97
4263271.0,337957.6,385.9684,2024.84
4263274.0,328445.1,533.3911,2.58
4263280.0,344510.0,479.3578,273.67
4263282.0,326961.9,527.2807,4.3
4263291.0,337170.6,559.726,2414.56
4263302.0,337871.8,618.0693,1163.04
4263304.0,338596.0,411.0561,760.84
4263304.0,342252.4,445.3813,363.53
4263305.0,339325.1,469.0698,458.86
4263313.0,345883.1,366.3092,173.04
4263316.0,324677.2,524.7505,11.62
4263316.0,340756.8,637.3881,897.61
4263320.0,331244.0,565.8718,1.35
4263324.0,337809.9,607.6868,1264.28
4263328.0,336338.6,524.0397,413.21
4263329.0,330488.9,554.6573,0.25
4263331.0,335600.2,488.7364,19.24
4263332.0,341443.7,437.7554,51.18
4263333.0,334861.7,471.5739,10.82
4263336.0,334123.3,444.7846,22.95
4263337.0,343623.8,517.7292,905.78
4263339.0,333384.8,421.8451,6.42
4263341.0,332646.4,600.3601,6.07
4263341.0,337765.1,601.5981,1347.84
4263342.0,347263.2,529.5864,1433.32
4263345.0,337022.0,550.1761,2148.5
4263345.0,339947.1,514.9316,647.83
4263347.0,327515.4,527.7552,2.74
4263352.0,337732.8,598.3617,1413.14
4263354.0,331880.4,577.4986,3.39
4263357.0,329679.8,543.718,3.06
4263361.0,337709.6,596.6985,1462.08
4263362.0,338436.3,402.3517,887.14
4263363.0,339165.3,455.4576,481.88
4263367.0,337693.3,595.2572,1497.63
4263369.0,344996.9,425.4263,45.57
4263370.0,325259.3,518.2838,6.86
4263372.0,337680.5,594.1711,1525.86
4263376.0,337668.6,593.1874,1552.39
4263380.0,337656.9,592.3445,1578.92
4263381.0,328881.9,536.1255,4.62
4263384.0,337645.1,591.582,1605.64
4263389.0,337633.4,590.5882,1632.51
4263393.0,342737.6,497.732,565.66
4263394.0,337618.3,589.2152,1667.14
4263401.0,346371.6,378.3887,833.15
4263402.0,337596.2,587.3668,1718.09
4263406.0,336122.5,513.9157,163.91
4263409.0,335384.0,482.3163,11.63
4263409.0,336846.9,540.9202,1607.27
4263410.0,340498.4,569.2306,869.66
4263412.0,334645.6,464.5496,17.83
4263414.0,337564.8,584.4425,1789.47
4263415.0,333907.1,435.139,14.43
4263415.0,339755.0,495.1863,563.04
4263417.0,333168.7,414.1741,5.13
4263417.0,338286.9,397.8593,1062.78
4263420.0,332430.2,593.7732,5.64
4263421.0,339005.6,437.4582,520.78
4263424.0,325841.5,524.0211,3.57
4263426.0,344110.7,505.304,677.72
4263428.0,328022.5,530.0585,2.86
4263430.0,337521.1,579.8588,1885.47
4263435.0,330926.3,560.3069,1.0
4263441.0,341874.6,411.7465,61.48
4263446.0,341129.8,385.0343,347.47
4263449.0,331620.5,571.9021,2.37
4263452.0,337460.5,575.3711,2004.95
4263458.0,323554.6,536.8308,12.02
4263458.0,345483.7,362.9955,36.75
4263462.0,330122.0,549.8565,0.7
4263464.0,338157.5,394.0275,1285.43
4263478.0,326423.7,527.6625,5.19
4263479.0,338845.8,421.5732,568.67
4263479.0,339578.9,476.1096,516.95
4263482.0,336644.8,530.5647,993.57
4263482.0,337376.8,573.8186,2128.96
4263482.0,343224.5,524.7994,838.35
4263485.0,335906.4,501.3704,61.7
4263488.0,335167.9,476.7556,10.74
4263488.0,346863.9,576.693,1554.9
4263491.0,329312.4,540.4368,5.62
4263491.0,334429.5,455.8275,23.07
4263493.0,333691.0,428.6877,8.02
4263496.0,332952.6,406.8097,5.18
4263498.0,340255.6,519.9697,716.57
4263501.0,332208.7,585.8297,4.75
4263504.0,338047.7,387.5891,1543.0
4263512.0,324136.8,533.4476,9.07
4263514.0,344597.5,452.4627,172.81
4263524.0,337260.6,570.3783,2186.31
4263525.0,328486.9,533.0248,2.62
4263533.0,327003.7,527.259,3.66
4263535.0,337961.8,381.2592,1796.57
4263538.0,338686.1,409.7339,631.48
4263538.0,339415.2,462.3445,503.2
4263538.0,342339.9,454.6638,340.79
4263546.0,345972.2,371.4613,212.41
4263550.0,340844.3,610.4523,705.28
4263553.0,331334.1,564.1565,1.18
4263558.0,337899.9,618.8956,1051.94
4263561.0,336428.7,523.1166,491.06
4263563.0,330576.7,554.1532,0.76
4263564.0,335690.2,493.2884,25.29
4263566.0,324719.0,522.7608,7.55
4263566.0,341531.2,367.9513,35.81
4263567.0,334951.8,468.4095,13.37
4263569.0,334213.3,445.8859,19.36
4263571.0,343711.3,537.3315,864.7
4263572.0,333474.9,422.7079,5.57
4263574.0,337855.2,616.7364,1137.0
4263575.0,332736.4,600.0492,6.76
4263578.0,337112.0,565.0256,2034.79
4263578.0,340035.9,498.4303,597.59
4263586.0,337822.9,614.815,1202.94
4263587.0,331970.4,578.0159,3.63
4263594.0,337799.7,612.841,1252.16
4263596.0,329754.6,544.4461,2.84
4263596.0,338526.4,399.2402,728.93
4263596.0,339255.4,451.4237,510.3
4263597.0,327557.3,526.8262,3.08
4263600.0,337783.3,611.3535,1287.84
4263603.0,345084.3,399.8954,31.8
4263605.0,337770.5,610.4085,1316.16
4263609.0,337758.7,609.7652,1342.78
4263613.0,337746.9,609.2669,1369.41
4263618.0,337735.2,608.7339,1396.27
4263620.0,325301.2,519.2547,4.52
4263622.0,337723.4,607.9708,1423.31
4263627.0,337708.4,606.4476,1458.24
4263627.0,342825.1,518.45,690.25
4263628.0,328934.7,536.6825,4.81
4263633.0,346464.5,636.7834,1053.52
4263635.0,337686.2,604.0087,1509.88
4263640.0,336212.6,516.3554,198.19
4263642.0,335474.1,489.6981,14.27
4263642.0,336937.0,557.8635,1621.97
4263644.0,340585.9,559.7326,822.89
4263645.0,334735.7,458.7596,17.87
4263647.0,337654.9,600.9034,1582.91
4263648.0,333997.2,436.2984,12.61
4263648.0,339843.8,482.6688,531.03
4263650.0,338377.0,391.7507,880.04
4263651.0,333258.8,415.4002,5.24
4263653.0,332520.3,592.9131,6.56
4263655.0,339095.7,443.3188,529.71
4263660.0,344198.1,515.5226,558.71
4263663.0,337611.1,597.9064,1683.07
4263669.0,331016.4,558.4734,1.11
4263675.0,325883.4,525.5103,2.74
4263675.0,341962.1,390.4295,47.13
4263679.0,328064.4,530.3731,2.77
4263681.0,341217.3,617.5797,129.16
4263682.0,331710.5,571.8399,2.4
4263685.0,337550.6,595.1905,1812.84
4263691.0,345572.8,634.0991,118.73
4263696.0,330209.9,549.5506,1.07
4263697.0,338247.6,387.4046,1081.35
4263709.0,323596.5,536.4729,7.47
4263712.0,339667.7,469.4974,501.82
4263713.0,338935.9,428.8733,557.52
4263715.0,337466.9,593.5584,1960.82
4263716.0,336734.9,550.7201,1045.72
4263716.0,343311.9,563.6869,948.17
4263718.0,335996.4,510.685,67.88
4263719.0,346958.8,545.0404,1662.93
4263721.0,335258.0,483.3414,11.71
4263724.0,334519.5,449.7316,19.64
4263727.0,333781.1,429.1893,8.73
4263729.0,326465.6,527.709,4.36
4263729.0,333042.6,407.6972,5.65
4263730.0,329387.2,540.606,4.66
4263733.0,340343.0,518.0569,692.41
4263734.0,332298.8,586.38,5.21
4263737.0,338137.8,383.3757,1320.19
4263749.0,344684.9,440.0841,112.82
4263758.0,337350.7,589.4445,2069.81
4263763.0,324178.7,530.2226,6.19
4263768.0,338051.9,379.1833,1558.93
4263771.0,338776.2,412.4509,601.64
4263772.0,328539.8,532.3748,2.2
4263772.0,339503.9,456.5747,497.44
4263772.0,342427.3,454.5814,332.22
4263778.0,346065.1,637.1257,313.96
4263784.0,327045.6,526.771,3.27
4263784.0,340931.7,573.2157,433.32
4263786.0,331424.2,564.8409,1.29
4263791.0,337990.0,617.3686,1019.26
4263794.0,336518.8,543.7533,527.73
4263796.0,330666.8,553.1232,1.66
4263797.0,335780.3,507.0913,23.57
4263800.0,335041.9,470.8488,12.96
4263800.0,341618.6,632.4587,10.56
4263803.0,334303.4,441.2545,16.86
4263805.0,333564.9,423.8279,7.34
4263805.0,343798.8,568.6958,830.75
4263807.0,337945.3,614.4143,1106.49
4263808.0,332826.5,400.6252,5.63
4263812.0,337202.1,581.4979,1991.83
4263813.0,340123.4,500.8135,562.44
4263817.0,324760.9,518.5079,3.66
4263819.0,337912.9,613.1474,1173.78
4263821.0,332060.5,578.9457,3.73
4263827.0,337889.8,612.1233,1223.89
4263829.0,338616.4,400.1411,681.04
4263830.0,329842.4,544.6611,2.75
4263830.0,339344.2,446.6206,508.85
4263833.0,337873.4,611.4079,1260.18
4263837.0,345173.5,372.8169,26.38
4263838.0,337860.6,610.8174,1288.97
4263842.0,337848.7,610.3279,1316.01
4263847.0,337837.0,609.9134,1343.05
4263848.0,327599.2,526.147,2.98
4263851.0,337825.2,609.2846,1370.3
4263855.0,337813.5,608.46,1397.73
4263861.0,337798.4,607.0671,1433.19
4263862.0,342912.6,542.5173,821.09
4263864.0,346559.5,583.7622,1383.05
4263867.0,329009.5,537.3401,3.22
4263869.0,337776.3,604.9926,1485.64
4263871.0,325343.1,519.61,2.92
4263873.0,336302.6,533.1657,208.2
4263875.0,337027.0,571.5027,1636.45
4263876.0,335564.2,499.4762,11.85
4263878.0,334825.7,459.0735,15.77
4263878.0,340673.3,544.7654,671.37
4263880.0,337745.0,602.4578,1560.02
4263881.0,334087.3,435.3239,13.55
4263883.0,338467.1,390.2118,812.88
4263883.0,339931.3,487.9333,493.77
4263884.0,333348.8,417.0427,7.02
4263887.0,332610.4,595.1725,6.06
4263888.0,339184.4,439.8218,530.03
4263894.0,344285.6,500.8505,401.47
4263896.0,337701.2,600.0615,1662.75
4263902.0,331106.4,559.1305,1.25
4263910.0,342049.5,389.9092,41.62
4263915.0,331800.6,571.2845,2.57
4263915.0,341304.7,594.6929,55.31
4263918.0,337640.7,599.1663,1797.98
4263924.0,345665.7,625.1385,161.41
4263925.0,325925.3,524.3751,2.29
4263926.0,328117.2,528.4728,2.07
4263929.0,330299.9,548.1061,1.81
4263930.0,338337.7,383.1041,993.81
4263946.0,339024.7,427.5342,557.9
4263947.0,339755.2,474.4773,467.07
4263948.0,347061.0,521.1238,1455.7
4263949.0,336825.0,560.8728,1079.4
4263949.0,337556.9,596.8357,1957.87
4263950.0,343399.4,600.4654,1039.84
4263952.0,336086.5,522.1214,63.66
4263954.0,335348.0,487.7492,9.66
4263957.0,334609.6,450.7276,17.37
4263960.0,323638.4,536.0257,4.64
4263960.0,333871.1,428.8192,12.04
4263963.0,333132.7,410.1044,6.38
4263964.0,329475.0,539.8839,3.12
4263967.0,332388.8,588.6376,4.53
4263967.0,340430.5,523.9205,655.02
4263970.0,338227.8,620.6151,762.14
4263980.0,326507.5,526.4893,3.31
4263982.0,344774.1,415.397,81.31
4263991.0,337440.8,590.8492,2090.39
4264002.0,338142.0,617.1617,882.67
4264005.0,338865.0,413.82,599.61
4264006.0,339591.4,461.0451,466.12
4264006.0,342514.8,465.6954,354.13
4264010.0,346160.1,594.2809,444.63
4264011.0,328614.5,532.1159,1.53
4264014.0,324220.6,526.7522,3.46
4264019.0,341019.2,567.6802,229.51
4264020.0,331514.2,566.5144,1.69
4264024.0,338080.1,613.8737,986.54
4264028.0,336608.8,549.5221,550.52
4264029.0,330756.9,553.3209,2.56
4264030.0,335870.4,511.7677,18.08
4264033.0,335131.9,476.1769,11.41
4264035.0,327087.5,524.642,2.46
4264035.0,341706.1,633.8831,14.22
4264036.0,334393.5,443.0772,16.97
4264039.0,333655.0,423.1886,11.23
4264039.0,343886.2,574.7261,765.22
4264040.0,338035.3,610.6451,1070.37
4264041.0,332916.6,403.9335,4.9
4264045.0,337292.2,583.0251,2045.01
4264047.0,340210.8,506.1324,550.08
4264052.0,338003.0,608.5631,1135.44
4264054.0,332150.6,580.0387,3.41
4264061.0,337979.8,606.6688,1184.22
4264063.0,329932.5,544.0094,2.55
4264063.0,338705.2,402.8759,673.12
4264064.0,339431.7,450.4882,482.19
4264067.0,337963.4,605.8355,1219.75
4264068.0,324802.8,517.1039,1.42
4264069.0,345266.4,363.1738,28.31
4264071.0,337950.7,605.1311,1248.06
4264076.0,337938.8,604.4777,1274.76
4264080.0,337927.1,603.8932,1301.57
4264084.0,337915.3,603.3609,1328.74
4264088.0,337903.6,602.8288,1356.22
4264093.0,346661.6,551.0486,1648.32
4264094.0,337888.5,601.9592,1391.93
4264095.0,327652.0,525.559,2.06
4264096.0,343000.0,589.8649,920.01
4264101.0,329097.3,536.527,1.76
4264102.0,337866.4,600.8368,1445.22
4264106.0,336392.7,536.2638,214.64
4264109.0,335654.2,500.671,8.17
4264109.0,337117.1,572.1705,1709.12
4264112.0,334915.8,465.4429,14.79
4264113.0,337835.0,598.8918,1521.79
4264113.0,340760.8,544.5811,460.97
4264114.0,334177.3,435.826,16.59
4264117.0,333438.9,417.752,9.51
4264117.0,338555.8,393.8502,795.52
4264117.0,340018.7,492.3434,480.95
4264120.0,332700.4,598.4832,3.22
4264122.0,325384.9,519.1512,2.06
4264122.0,339271.9,442.0913,510.57
4264128.0,344374.7,469.4003,253.27
4264129.0,337791.3,595.9612,1629.73
4264135.0,331196.5,562.2537,1.53
4264144.0,342137.0,398.6188,51.7
4264149.0,331890.7,570.0708,3.0
4264149.0,341392.2,597.982,40.22
4264150.0,347237.7,495.7766,964.25
4264151.0,337730.7,593.6525,1777.01
4264155.0,345760.7,611.6346,231.78
4264163.0,330390.0,547.7811,2.54
4264164.0,338426.4,386.4134,964.14
4264165.0,328192.0,527.5164,1.32
4264176.0,325967.1,522.0738,2.23
4264181.0,339112.2,433.1581,548.47
4264181.0,339842.6,481.7461,449.83
4264182.0,336915.0,559.2377,1145.9
4264182.0,337647.0,590.9906,1963.93
4264185.0,336176.6,523.7186,61.94
4264185.0,343486.8,630.8492,1060.12
4264188.0,335438.1,487.9607,7.38
4264190.0,334699.7,456.5879,17.38
4264193.0,333961.2,427.0504,16.96
4264196.0,333222.8,412.3103,6.49
4264197.0,329565.1,539.9176,2.22
4264201.0,332478.9,592.1588,2.16
4264201.0,340518.0,525.3605,556.37
4264204.0,338316.6,378.914,1169.27
4264210.0,323680.2,535.5385,3.41
4264214.0,344867.0,417.5256,57.62
4264224.0,337530.8,585.7421,2150.29
4264230.0,326549.3,522.8006,2.29
4264235.0,338230.8,615.8545,853.47
4264239.0,338952.4,423.3515,600.39
4264239.0,346262.3,579.3604,656.18
4264240.0,339678.9,469.5082,445.01
4264241.0,342602.2,498.1398,430.63
4264245.0,328702.3,532.9236,0.94
4264253.0,331604.3,566.3441,2.62
4264253.0,341106.6,576.6317,169.5
4264258.0,338168.9,612.2853,947.97
4264261.0,336698.9,546.289,593.78
4264262.0,330846.9,556.0196,2.41
4264264.0,335960.4,512.7421,15.67
4264265.0,324262.4,526.3335,1.76
4264266.0,335222.0,476.9762,10.55
4264269.0,334483.5,447.685,18.72
4264269.0,341793.5,642.8401,19.39
4264272.0,333745.1,420.0224,15.44
4264273.0,343975.4,562.7875,647.66
4264274.0,338124.1,609.6527,1024.73
4264275.0,333006.6,407.4658,3.8
4264278.0,337382.2,578.4967,2172.94
4264281.0,327140.3,524.3681,1.5
4264281.0,340298.3,509.5905,520.67
4264286.0,338091.8,606.7346,1084.67
4264287.0,332240.6,583.411,1.63
4264294.0,338068.6,604.116,1129.87
4264295.0,346838.3,522.2147,1635.29
4264296.0,330022.6,543.5405,2.41
4264297.0,338792.7,412.3935,681.84
4264299.0,339519.1,458.52,459.64
4264300.0,338052.2,603.0944,1162.96
4264301.0,345361.4,357.6161,40.77
4264305.0,338039.5,602.521,1189.44
4264309.0,338027.6,602.087,1214.52
4264314.0,338015.8,601.7264,1239.8
4264318.0,338004.1,601.549,1265.54
4264319.0,324844.6,517.7224,0.63
4264322.0,337992.4,601.4034,1291.69
4264328.0,337977.3,600.6928,1325.86
4264330.0,343087.5,624.8269,1055.12
4264334.0,327726.7,525.1111,1.2
4264334.0,329187.4,536.3362,1.08
4264336.0,337955.1,599.4387,1377.29
4264340.0,336482.8,534.8327,236.45
4264342.0,335744.3,501.7288,6.6
4264342.0,337207.2,568.6724,1864.62
4264345.0,335005.9,466.2888,15.12
4264347.0,337923.8,597.7598,1452.24
4264347.0,340848.2,562.084,362.66
4264348.0,334267.4,437.9658,20.5
4264350.0,333528.9,416.3671,10.7
4264351.0,338643.3,401.2892,808.5
4264351.0,340106.2,497.5753,473.69
4264353.0,332790.5,399.8839,2.39
4264357.0,339359.4,458.1726,491.62
4264360.0,344467.6,467.3064,151.95
4264363.0,337880.0,595.9208,1560.39
4264368.0,331286.6,563.6329,2.2
4264373.0,325426.8,518.5716,1.85
4264378.0,342224.4,411.7908,57.77
4264382.0,331980.7,572.7591,1.57
4264383.0,341479.6,617.7351,37.85
4264384.0,345862.9,605.7001,308.56
4264385.0,337819.5,592.1167,1713.77
4264396.0,330480.0,549.0039,2.55
4264398.0,338513.9,392.4124,977.62
4264399.0,328279.8,529.529,0.83
4264415.0,337005.1,556.9685,1265.2
4264415.0,339199.6,460.62,539.38
4264415.0,339930.1,492.0837,447.71
4264416.0,337735.8,586.3627,1923.21
4264418.0,336266.6,524.3329,71.21
4264418.0,343576.0,630.3213,1059.0
4264421.0,335528.2,489.767,6.51
4264424.0,334789.7,455.8717,17.93
4264426.0,334051.3,427.5225,21.56
4264427.0,326009.0,519.4598,2.31
4264429.0,333312.8,412.2229,5.76
4264430.0,329655.1,539.8872,1.81
4264434.0,332569.0,594.2928,1.22
4264435.0,340605.4,549.0006,451.88
4264438.0,338404.1,384.3936,1179.43
4264440.0,346438.9,556.6554,972.02
4264446.0,344962.0,416.4498,47.69
4264458.0,337619.6,580.9385,2170.13
4264461.0,323722.1,535.2412,3.26
4264470.0,338318.2,620.5704,866.89
4264472.0,347082.3,500.0408,1141.63
4264473.0,339039.9,455.7414,606.12
4264475.0,339766.3,491.5791,442.26
4264475.0,342689.7,536.9206,602.03
4264477.0,326602.2,521.0909,1.56
4264478.0,328792.4,532.5119,0.61
4264486.0,331694.4,567.1784,1.78
4264487.0,341194.1,619.1683,138.47
4264492.0,338256.3,616.9708,955.08
4264494.0,336789.0,545.9035,658.45
4264496.0,330937.0,557.9942,2.35
4264497.0,336050.5,512.5726,19.2
4264500.0,335312.0,478.426,10.75
4264502.0,334573.6,446.1342,19.45
4264503.0,341881.0,372.8991,16.11
4264505.0,333835.1,418.8126,16.96
4264505.0,344068.3,525.7297,433.46
4264508.0,333096.7,406.9997,3.2
4264508.0,338211.6,612.9831,1025.78
4264512.0,337471.0,573.6156,2292.92
4264515.0,324304.3,525.8383,1.21
4264515.0,340385.8,535.1401,434.48
4264520.0,327215.1,524.8348,0.88
4264520.0,338179.3,609.2109,1080.62
4264521.0,332330.7,587.2647,1.01
4264529.0,338156.1,606.3995,1121.86
4264529.0,345463.5,623.8137,289.0
4264530.0,330112.6,542.6558,2.21
4264531.0,338880.1,444.7691,705.03
4264533.0,339606.6,487.1629,453.81
4264535.0,338139.7,605.3729,1152.01
4264539.0,338126.9,605.0499,1176.11
4264544.0,338115.1,604.8121,1198.92
4264548.0,338103.3,604.6437,1221.93
4264552.0,338091.6,604.5696,1245.34
4264556.0,338079.8,604.3568,1269.15
4264562.0,338064.8,603.5765,1300.25
4264564.0,343176.6,626.1797,1422.69
4264568.0,327814.6,525.7061,0.76
4264568.0,329277.5,537.348,0.87
4264570.0,324886.5,517.6076,0.59
4264570.0,338042.6,602.3677,1347.17
4264573.0,336572.8,533.9338,266.14
4264576.0,335834.4,501.6965,7.97
4264576.0,337295.9,564.2235,2045.84
4264578.0,335095.9,467.2844,15.45
4264581.0,334357.5,436.8226,21.81
4264581.0,338011.3,600.577,1415.8
4264581.0,340935.7,605.2908,316.74
4264584.0,333619.0,414.4748,8.76
4264585.0,340193.7,519.9248,427.79
4264586.0,332880.6,399.9962,2.47
4264586.0,338730.8,428.6793,848.34
4264586.0,346039.6,588.4814,373.72
4264591.0,339446.8,478.2178,483.68
4264591.0,344562.6,460.5411,91.06
4264597.0,337967.5,598.2281,1515.7
4264602.0,331376.6,562.8482,2.16
4264612.0,342311.9,451.5472,81.78
4264615.0,332070.8,578.2096,0.97
4264617.0,341567.1,366.4341,26.62
4264618.0,346682.9,520.9856,1230.3
4264619.0,337907.0,593.4795,1660.15
4264624.0,325468.7,517.9382,2.26
4264629.0,330570.1,549.9566,2.06
4264632.0,328369.9,528.945,0.61
4264633.0,338601.4,412.8776,1030.4
4264649.0,337093.9,553.561,1402.19
4264649.0,339287.1,474.2212,534.74
4264649.0,340017.5,509.0061,423.63
4264649.0,347327.0,476.841,609.16
4264650.0,337823.3,587.5476,1866.16
4264650.0,343668.9,587.8819,1108.47
4264651.0,336356.7,522.0874,84.4
4264654.0,335618.2,491.2749,7.48
4264657.0,334879.8,456.4063,16.73
4264660.0,334141.3,428.2626,21.19
4264662.0,333402.9,409.8558,3.76
4264663.0,329745.2,538.8907,1.56
4264667.0,332659.0,594.8303,2.26
4264670.0,340692.9,576.8566,387.54
4264673.0,338491.6,396.5484,1240.1
4264674.0,326061.8,518.5851,2.39
4264675.0,345064.1,373.3922,46.38
4264692.0,337707.1,581.2585,2134.84
4264704.0,338405.7,384.2305,1446.8
4264707.0,339127.3,468.7527,612.55
4264708.0,342778.8,571.6484,930.08
4264709.0,339853.8,505.1361,429.35
4264711.0,328882.5,532.1642,0.49
4264712.0,323764.0,534.3199,4.25
4264716.0,326676.9,522.05,1.18
4264719.0,331784.4,570.5301,1.12
4264721.0,341281.5,365.5662,97.7
4264726.0,338343.8,620.9697,1035.03
4264728.0,336877.7,543.6265,720.59
4264729.0,331027.1,556.6849,2.51
4264730.0,336140.6,510.2335,24.89
4264731.0,345640.2,599.0246,269.44
4264733.0,335402.1,478.6729,11.41
4264736.0,334663.7,445.1086,16.95
4264737.0,341968.4,420.6213,15.74
4264737.0,344163.3,481.8918,291.82
4264738.0,333925.2,419.9197,12.82
4264741.0,333186.8,403.3143,2.27
4264743.0,338299.1,616.3375,1104.21
4264746.0,337558.5,572.1588,2333.76
4264749.0,340473.2,559.9484,350.1
4264754.0,327302.9,524.4035,0.65
4264754.0,332420.7,588.9569,2.03
4264754.0,338266.7,613.4103,1156.92
4264763.0,330202.7,542.0062,1.83
4264763.0,338243.6,611.3581,1196.03
4264763.0,346283.6,545.5961,477.9
4264765.0,338967.6,453.6586,729.79
4264766.0,324346.2,525.2932,1.68
4264767.0,339694.0,500.3908,445.51
4264769.0,338227.2,610.3013,1224.36
4264773.0,338214.4,609.4274,1246.87
4264778.0,338202.5,608.7178,1268.07
4264782.0,338190.8,608.303,1289.34
4264786.0,338179.0,608.0703,1310.9
4264791.0,338167.3,607.7642,1332.73
4264795.0,346927.6,490.3788,1171.64
4264796.0,338152.2,607.1813,1361.11
4264796.0,343269.5,607.6662,1892.96
4264801.0,327904.7,525.212,0.64
4264801.0,329367.5,536.2224,0.85
