easting,northing,gCBGA
320846,4257978,-191.23100000000
302810,4258418,-188.06500000000
302825,4258417,-188.06500000000
318475,4258049,-187.50900000000
294679,4258659,-205.14700000000
335887,4257731,-205.77200000000
359072,4257328,-240.34700000000
307671,4258412,-198.58200000000
317852,4258174,-189.37400000000
317852,4258174,-189.35400000000
321153,4258100,-193.10700000000
321198,4258099,-193.31700000000
321198,4258099,-193.35700000000
339918,4257742,-206.38500000000
344645,4257668,-218.43600000000
352033,4257529,-224.23200000000
348239,4257673,-219.80800000000
348224,4257692,-219.52300000000
318146,4258334,-187.75100000000
321623,4258256,-196.03200000000
318147,4258353,-187.72600000000
327746,4258142,-216.82300000000
293829,4258977,-207.91700000000
293844,4258976,-207.94700000000
290615,4259060,-211.26500000000
317960,4258413,-188.15100000000
335995,4258025,-205.56300000000
332809,4258109,-214.35200000000
333116,4258102,-213.65600000000
333421,4258096,-212.93200000000
333712,4258090,-212.15100000000
334003,4258084,-211.20200000000
334308,4258078,-210.24100000000
334628,4258071,-209.45200000000
334918,4258065,-208.41100000000
335210,4258059,-207.39700000000
335515,4258053,-206.41600000000
335820,4258047,-205.75900000000
336111,4258041,-205.28200000000
336300,4258037,-204.83200000000
336489,4258033,-204.06000000000
336679,4258029,-203.09600000000
336882,4258025,-201.98900000000
337086,4258021,-200.91700000000
337275,4258017,-200.79700000000
337377,4258015,-200.78900000000
337479,4258013,-200.67000000000
337696,4258009,-200.36300000000
337798,4258007,-200.06600000000
338002,4258002,-199.52900000000
326920,4258252,-215.35900000000
339123,4258017,-202.88100000000
293264,4259083,-209.21200000000
291432,4259131,-209.89900000000
318180,4258500,-187.61000000000
322078,4258413,-198.14900000000
324653,4258375,-209.00800000000
318442,4258531,-187.47200000000
318457,4258530,-187.46200000000
318588,4258528,-187.83600000000
318588,4258528,-187.83600000000
324697,4258392,-209.52300000000
324697,4258392,-209.57300000000
324871,4258388,-208.84900000000
311461,4258692,-198.85900000000
311475,4258691,-198.87900000000
328551,4258309,-218.38200000000
317512,4258589,-188.93200000000
337599,4258196,-199.94400000000
358483,4257820,-238.75500000000
305137,4258954,-191.40700000000
305152,4258954,-191.41700000000
322518,4258588,-200.22900000000
305444,4259002,-193.19700000000
337760,4258285,-199.65100000000
292848,4259335,-209.41400000000
292848,4259335,-209.41400000000
317081,4258784,-190.06500000000
333791,4258422,-211.58200000000
341295,4258270,-212.07000000000
324513,4258655,-208.14900000000
337602,4258381,-200.23800000000
297404,4259330,-188.52400000000
314683,4258950,-189.25900000000
314683,4258950,-189.29900000000
322958,4258782,-202.87200000000
323032,4258780,-202.47200000000
316559,4258926,-190.29600000000
316560,4258944,-190.33100000000
322959,4258800,-202.84700000000
316619,4258961,-189.89600000000
325593,4258799,-212.57200000000
352804,4258273,-219.60100000000
337606,4258584,-199.24300000000
323486,4258937,-204.25900000000
292407,4259698,-211.26600000000
336153,4258687,-203.84900000000
314238,4259182,-188.93200000000
314238,4259182,-188.93200000000
326194,4258989,-214.05900000000
338046,4258742,-202.35500000000
324246,4259050,-207.15900000000
337610,4258769,-199.43600000000
332753,4258887,-214.17400000000
339632,4258747,-204.34100000000
331154,4258939,-216.88000000000
316263,4259302,-188.54200000000
311624,4259428,-198.08000000000
311624,4259428,-198.13000000000
326312,4259098,-214.28700000000
326327,4259097,-214.24700000000
327011,4259101,-215.42000000000
345655,4258722,-215.04300000000
327767,4259103,-216.51300000000
328670,4259121,-217.83700000000
291702,4260013,-211.64400000000
336421,4258978,-202.75400000000
337033,4258966,-201.06000000000
337919,4258948,-201.30200000000
336116,4259003,-203.95400000000
336292,4258999,-203.19700000000
336524,4258994,-202.38500000000
336713,4258991,-201.64900000000
336916,4258986,-201.10000000000
337120,4258982,-200.96000000000
337309,4258979,-200.70100000000
337513,4258974,-200.22500000000
337614,4258972,-200.12600000000
337818,4258968,-201.05800000000
338123,4258962,-200.78900000000
338327,4258958,-199.57600000000
295674,4259947,-196.79200000000
335651,4259031,-205.63500000000
290613,4260115,-211.45200000000
290613,4260115,-211.49200000000
327770,4259233,-217.11600000000
327770,4259251,-217.13000000000
343375,4258951,-212.02400000000
353395,4258762,-220.31900000000
329241,4259294,-218.17100000000
338344,4259106,-199.93700000000
290239,4260273,-210.43100000000
337618,4259176,-200.32400000000
334871,4259269,-208.08000000000
329229,4259405,-219.01900000000
329229,4259405,-218.99900000000
352350,4258948,-219.49400000000
341823,4259166,-207.16600000000
336021,4259301,-203.91300000000
360074,4258865,-236.75100000000
330321,4259475,-217.37200000000
355057,4259009,-228.46400000000
344733,4259220,-212.53300000000
355087,4259027,-228.38900000000
337623,4259379,-200.30000000000
308438,4260059,-199.99200000000
308453,4260059,-199.99200000000
331123,4259550,-216.82000000000
331138,4259550,-216.84000000000
308802,4260087,-200.35200000000
308802,4260087,-200.37200000000
329859,4259614,-216.21000000000
338104,4259462,-204.95400000000
337625,4259490,-200.37500000000
320219,4259898,-189.65700000000
344881,4259403,-215.24400000000
320235,4259953,-190.23000000000
306406,4260274,-196.41700000000
292242,4260646,-211.76200000000
320221,4259972,-190.20500000000
306407,4260293,-196.39200000000
337627,4259601,-200.10600000000
332073,4259734,-215.22500000000
300110,4260483,-185.21700000000
295471,4260600,-199.99700000000
312151,4260193,-195.27400000000
312165,4260193,-195.26400000000
327915,4259859,-216.07700000000
323145,4259980,-202.75600000000
321444,4260018,-194.94400000000
323059,4260001,-202.48100000000
316617,4260145,-189.38700000000
321459,4260036,-194.61900000000
332773,4259831,-213.39200000000
354337,4259411,-227.03600000000
354367,4259411,-226.72900000000
356315,4259394,-234.00400000000
332731,4259887,-213.75600000000
332731,4259887,-213.71600000000
338474,4259769,-200.65800000000
351430,4259520,-220.37600000000
337631,4259805,-200.16200000000
351794,4259550,-219.94300000000
352100,4259544,-219.45500000000
355212,4259524,-230.56700000000
339145,4259848,-202.68700000000
338796,4259874,-201.21900000000
336659,4259935,-201.35600000000
359270,4259508,-234.14000000000
336035,4259967,-203.22000000000
336238,4259962,-202.63300000000
333650,4260034,-211.16000000000
335758,4259991,-204.01500000000
313540,4260494,-192.22500000000
313540,4260494,-192.25500000000
334858,4260028,-205.71900000000
334915,4260027,-207.65800000000
334915,4260027,-207.60800000000
357046,4259603,-236.70000000000
289242,4261113,-210.36300000000
337635,4260008,-199.77800000000
360319,4259601,-236.51600000000
340995,4259978,-205.72100000000
329873,4260280,-216.73100000000
357631,4259777,-240.09100000000
359550,4259743,-236.67000000000
355872,4259827,-233.59800000000
350609,4259942,-219.15600000000
329482,4260380,-217.11400000000
330398,4260361,-217.00800000000
330994,4260348,-216.48700000000
331591,4260336,-215.56100000000
332201,4260323,-214.43300000000
332812,4260310,-213.25100000000
333103,4260304,-212.62300000000
333408,4260298,-211.88900000000
333728,4260291,-211.07900000000
334019,4260285,-210.24100000000
334324,4260279,-209.40300000000
334630,4260273,-208.34600000000
334920,4260267,-207.05100000000
335225,4260261,-206.09100000000
335517,4260255,-204.96900000000
335837,4260248,-203.80700000000
336141,4260242,-202.55800000000
336345,4260238,-202.17700000000
336519,4260234,-201.40700000000
336738,4260230,-200.63600000000
336927,4260226,-200.03900000000
337029,4260224,-200.06500000000
337131,4260222,-199.49400000000
337319,4260218,-199.91400000000
337523,4260214,-199.89000000000
337639,4260211,-199.68000000000
337829,4260208,-200.04100000000
338047,4260203,-200.70500000000
338235,4260199,-200.58700000000
338832,4260187,-200.32500000000
339137,4260181,-200.82200000000
339442,4260175,-201.48900000000
339646,4260171,-203.22500000000
346916,4260048,-216.85700000000
336041,4260281,-202.39800000000
358403,4259856,-238.51600000000
315003,4260830,-188.29200000000
315018,4260830,-188.33200000000
352138,4260061,-220.16600000000
346206,4260191,-213.70200000000
359132,4259954,-237.34700000000
337643,4260378,-199.00500000000
294794,4261414,-203.48700000000
294111,4261449,-205.86800000000
294125,4261449,-205.90700000000
337558,4260509,-198.78000000000
295785,4261481,-198.40400000000
316650,4260977,-189.02000000000
316650,4260977,-189.05000000000
337646,4260545,-199.02800000000
347693,4260348,-216.74500000000
293706,4261571,-208.49000000000
330609,4260709,-216.43600000000
347694,4260367,-216.42000000000
287819,4261743,-207.94000000000
287819,4261743,-207.94000000000
342386,4260487,-205.49600000000
347709,4260385,-216.68300000000
337778,4260597,-201.84000000000
337808,4260652,-198.17400000000
345107,4260508,-211.43200000000
339132,4260681,-203.91600000000
350314,4260503,-217.87100000000
350314,4260521,-217.94300000000
337651,4260804,-199.01200000000
352846,4260567,-222.23400000000
336824,4260894,-200.42000000000
348441,4260667,-217.71600000000
349576,4260720,-219.79600000000
331127,4261105,-215.09400000000
297047,4261912,-190.99400000000
337655,4261007,-199.03600000000
338266,4260995,-198.58500000000
355509,4260666,-234.36600000000
296264,4262005,-196.05400000000
319033,4261479,-190.22600000000
319091,4261477,-190.90700000000
319091,4261477,-190.93700000000
313857,4261597,-188.36300000000
338573,4261062,-198.68200000000
338588,4261062,-198.62100000000
347209,4260894,-214.28100000000
293955,4262194,-206.97600000000
292240,4262238,-210.76300000000
292240,4262238,-210.79300000000
337659,4261192,-198.83000000000
338517,4261175,-198.48000000000
290685,4262297,-211.22800000000
336061,4261243,-203.84300000000
342471,4261115,-206.24400000000
290511,4262320,-211.21400000000
349029,4261007,-219.42600000000
316827,4261695,-188.64800000000
321494,4261609,-195.60200000000
348870,4261048,-218.59500000000
318252,4261700,-190.21200000000
327935,4261487,-214.58500000000
321480,4261646,-195.94100000000
326977,4261581,-213.63300000000
326992,4261600,-213.73800000000
337489,4261399,-197.81700000000
337663,4261395,-198.66400000000
307032,4262128,-196.45000000000
307032,4262128,-196.48000000000
304125,4262199,-187.37700000000
304139,4262198,-187.26700000000
340325,4261398,-203.55100000000
338930,4261481,-199.41900000000
332810,4261643,-211.16800000000
337667,4261599,-198.39800000000
339180,4261642,-200.42700000000
339180,4261642,-200.39700000000
343847,4261550,-206.23400000000
350200,4261466,-217.90800000000
339168,4261698,-200.58100000000
351379,4261482,-219.51800000000
337642,4261766,-201.69800000000
337671,4261784,-198.63100000000
301531,4262614,-183.45700000000
334837,4261860,-205.81800000000
301517,4262633,-183.32200000000
339433,4261878,-202.26700000000
345757,4261754,-212.71400000000
345277,4261782,-210.69000000000
345932,4261787,-211.23500000000
334478,4262053,-206.89100000000
334666,4262049,-206.23400000000
334869,4262045,-205.75700000000
335073,4262040,-205.14500000000
335277,4262036,-204.79400000000
335466,4262032,-204.06600000000
335669,4262028,-203.54600000000
335887,4262024,-202.67400000000
336076,4262020,-202.25300000000
336280,4262016,-201.42800000000
336468,4262012,-200.84800000000
336672,4262008,-200.19000000000
336978,4262001,-198.68100000000
337181,4261997,-198.07900000000
337385,4261993,-197.60600000000
337776,4261985,-198.25800000000
337966,4261981,-198.79300000000
339943,4261942,-202.37100000000
332820,4262105,-209.82400000000
337662,4262024,-204.07900000000
346238,4261874,-212.27700000000
359263,4261636,-233.40000000000
338607,4262043,-203.39100000000
340265,4262009,-202.17700000000
346442,4261889,-213.69200000000
346994,4261878,-212.96200000000
341704,4261999,-204.59900000000
346836,4261955,-213.49700000000
341328,4262081,-203.97200000000
345005,4262027,-210.24300000000
336081,4262223,-201.80500000000
337679,4262190,-198.16100000000
340688,4262130,-202.33200000000
352187,4261948,-218.74700000000
342114,4262195,-207.59000000000
344543,4262147,-209.11100000000
343801,4262180,-208.46300000000
343395,4262225,-208.24300000000
359240,4261951,-233.68100000000
359240,4261969,-233.69600000000
336085,4262427,-201.90000000000
337683,4262394,-197.46500000000
342568,4262334,-206.45600000000
338586,4262450,-201.27600000000
338601,4262450,-198.23900000000
343165,4262359,-207.22600000000
344126,4262433,-209.83100000000
344126,4262433,-209.87100000000
336089,4262630,-201.87500000000
344171,4262469,-209.09100000000
308370,4263281,-197.17000000000
308370,4263299,-197.18400000000
337689,4262653,-197.34500000000
334797,4262768,-205.67400000000
288311,4263896,-205.91300000000
288311,4263896,-205.85300000000
336093,4262833,-201.70900000000
337692,4262801,-196.98700000000
292325,4263865,-209.97900000000
289157,4263966,-208.08500000000
317343,4263293,-187.14000000000
317329,4263312,-187.08400000000
323216,4263199,-201.18800000000
319887,4263273,-190.64100000000
321516,4263237,-195.73100000000
327970,4263114,-212.94200000000
329598,4263080,-213.55600000000
331225,4263045,-212.97600000000
323130,4263238,-200.92700000000
321531,4263273,-194.92000000000
326255,4263170,-211.07100000000
331197,4263064,-212.41000000000
358974,4262529,-233.24600000000
337695,4262986,-194.50000000000
338714,4262984,-195.43000000000
336099,4263111,-201.46100000000
359543,4262667,-233.26700000000
344776,4262976,-206.49700000000
343673,4263053,-204.12700000000
337700,4263190,-193.67600000000
318630,4263634,-187.43200000000
336103,4263315,-200.98500000000
304751,4264034,-188.90100000000
304751,4264034,-188.92100000000
323938,4263591,-203.75400000000
323938,4263591,-203.74400000000
334809,4263360,-205.59700000000
296423,4264260,-194.60300000000
344083,4263193,-205.95200000000
345828,4263177,-210.44900000000
353313,4263037,-219.98300000000
354040,4263024,-221.46500000000
345813,4263196,-210.51400000000
353560,4263051,-222.00200000000
323881,4263666,-203.40300000000
309405,4264015,-196.46300000000
309420,4264014,-196.49300000000
337704,4263393,-194.74600000000
336107,4263518,-199.69500000000
336123,4263629,-200.08300000000
337708,4263597,-194.56100000000
351850,4263360,-214.84500000000
345892,4263510,-209.71700000000
336111,4263721,-200.58300000000
331621,4263870,-211.73200000000
358537,4263350,-233.30100000000
360530,4263353,-227.33600000000
360776,4263348,-226.32300000000
360384,4263373,-228.37600000000
288777,4264994,-205.63200000000
288777,4264994,-205.63200000000
360066,4263435,-230.31000000000
360066,4263435,-230.27000000000
333833,4263953,-207.73300000000
360007,4263454,-230.31600000000
317367,4264348,-185.43500000000
317368,4264366,-185.44900000000
335476,4263993,-202.39100000000
337614,4263950,-194.23800000000
359849,4263531,-230.92900000000
332876,4264066,-209.81800000000
333181,4264060,-209.20100000000
333486,4264053,-208.73200000000
333776,4264047,-208.06400000000
334096,4264041,-206.91300000000
334387,4264035,-206.57600000000
334707,4264028,-205.77200000000
334997,4264022,-204.58900000000
335288,4264016,-203.41200000000
335594,4264010,-202.07500000000
336785,4263986,-197.19800000000
336916,4263983,-196.74400000000
337105,4263979,-195.88400000000
337294,4263975,-195.17400000000
337715,4263967,-193.76300000000
337905,4263963,-193.35700000000
338108,4263959,-192.79600000000
338326,4263954,-192.90200000000
338515,4263950,-193.18800000000
338703,4263947,-194.51900000000
338907,4263943,-195.44700000000
339517,4263930,-197.29600000000
339808,4263925,-198.48100000000
340113,4263918,-199.31400000000
327019,4264227,-210.81000000000
336758,4264097,-199.10100000000
310104,4264702,-191.10600000000
336120,4264129,-200.06000000000
337720,4264207,-192.99100000000
339945,4264236,-198.67900000000
333086,4264394,-209.38000000000
339436,4264265,-199.32000000000
352430,4264034,-214.48600000000
294036,4265339,-206.54300000000
331909,4264456,-211.31900000000
336126,4264424,-199.86700000000
337724,4264410,-192.84600000000
343218,4264301,-201.35900000000
356021,4264080,-228.29800000000
290813,4265551,-209.81200000000
321567,4264864,-194.22200000000
323165,4264829,-203.25300000000
328019,4264723,-210.78000000000
329472,4264692,-211.51100000000
334515,4264587,-205.73900000000
354483,4264237,-225.14900000000
337728,4264595,-192.95200000000
346012,4264469,-208.12700000000
318257,4265087,-186.50800000000
310279,4265290,-189.98300000000
327020,4264912,-209.77400000000
327034,4264911,-209.83600000000
347670,4264511,-215.03600000000
358409,4264333,-232.55400000000
337862,4264759,-193.40000000000
355460,4264441,-226.10100000000
337733,4264817,-193.00000000000
353994,4264523,-221.78700000000
360010,4264435,-229.66200000000
336384,4264974,-197.50300000000
331531,4265093,-210.84600000000
331966,4265084,-210.40200000000
338389,4264952,-191.92200000000
337736,4265002,-192.66800000000
346484,4264830,-209.49100000000
346920,4264822,-210.86900000000
339248,4265009,-193.99000000000
352603,4264771,-216.63100000000
349102,4264892,-218.19800000000
317075,4265576,-183.79900000000
300612,4266023,-184.97700000000
337741,4265224,-192.97200000000
355746,4264954,-226.47300000000
334517,4265382,-205.21800000000
317007,4265781,-183.68700000000
317007,4265781,-183.73700000000
332209,4265541,-210.47700000000
337745,4265427,-192.70900000000
310573,4266041,-186.47400000000
329768,4265630,-210.06700000000
357754,4265103,-231.81800000000
337732,4265502,-195.91300000000
344634,4265365,-205.45600000000
346756,4265343,-210.81300000000
346799,4265342,-210.99300000000
343966,4265415,-203.47900000000
353789,4265230,-220.93000000000
353803,4265230,-220.79000000000
289301,4266702,-205.39800000000
289301,4266702,-205.37800000000
337749,4265612,-192.17800000000
353456,4265329,-219.16900000000
294114,4266669,-208.87500000000
315272,4266172,-181.41800000000
348284,4265481,-214.67800000000
348299,4265480,-214.57000000000
315272,4266191,-181.43300000000
342429,4265612,-200.84500000000
336981,4265739,-194.11600000000
346077,4265559,-206.67400000000
354213,4265407,-222.34400000000
337753,4265816,-191.87300000000
343492,4265702,-200.71000000000
350511,4265586,-214.21700000000
308592,4266533,-192.50000000000
308607,4266533,-192.50000000000
311934,4266454,-185.87200000000
311934,4266454,-185.86200000000
317848,4266317,-182.58100000000
360798,4265475,-225.70300000000
295878,4266883,-200.14900000000
357239,4265557,-231.02600000000
358852,4265528,-231.39600000000
336507,4266008,-199.50600000000
295503,4266967,-202.07100000000
337757,4266019,-191.44800000000
288442,4267187,-203.96600000000
354858,4265710,-222.45300000000
355526,4265698,-225.27000000000
289242,4267185,-205.09500000000
292468,4267100,-209.09400000000
355644,4265715,-225.31200000000
292468,4267119,-209.43800000000
292482,4267118,-209.39700000000
301186,4266898,-184.53600000000
301201,4266897,-184.42600000000
329724,4266278,-209.67400000000
330581,4266260,-210.04200000000
331424,4266243,-210.27300000000
332020,4266230,-210.12500000000
332920,4266211,-208.74900000000
333225,4266205,-208.17000000000
333531,4266198,-207.44800000000
333821,4266192,-206.76000000000
334126,4266186,-205.84500000000
334431,4266180,-204.91000000000
334737,4266174,-203.41600000000
335041,4266167,-202.88800000000
335332,4266161,-201.68100000000
335652,4266155,-200.23400000000
335943,4266149,-198.79700000000
336262,4266142,-197.14700000000
336552,4266136,-195.84900000000
336756,4266132,-194.93900000000
336959,4266128,-193.84100000000
337149,4266124,-193.23300000000
337352,4266120,-192.36400000000
337556,4266116,-191.87800000000
337759,4266112,-191.35400000000
337962,4266108,-191.66700000000
338166,4266104,-191.19500000000
338354,4266100,-190.91800000000
338558,4266096,-190.60000000000
352477,4265828,-218.33300000000
319990,4266509,-186.62400000000
321602,4266473,-193.74500000000
323200,4266438,-199.40900000000
360062,4265729,-229.68600000000
360076,4265728,-230.58400000000
357840,4265842,-231.36300000000
327054,4266483,-207.08400000000
335262,4266311,-201.43600000000
356417,4265904,-228.95100000000
356984,4265894,-229.69900000000
357216,4265890,-230.65800000000
296603,4267309,-193.16400000000
346713,4266195,-208.55900000000
309768,4267060,-189.66200000000
309768,4267060,-189.64200000000
326331,4266684,-206.61600000000
330079,4266604,-209.01300000000
348939,4266282,-216.01800000000
340237,4266488,-191.82100000000
341574,4266480,-194.20200000000
359707,4266216,-229.81200000000
333658,4266733,-206.45700000000
358358,4266388,-229.94300000000
359724,4266364,-229.59300000000
352374,4266533,-217.81600000000
352344,4266552,-217.35100000000
350096,4266760,-214.22300000000
350925,4266763,-214.88400000000
351622,4266750,-216.08500000000
298755,4267939,-184.14000000000
317526,4267490,-179.96000000000
346654,4266899,-210.06200000000
334030,4267169,-204.74000000000
350694,4266860,-214.15000000000
359614,4266699,-229.11200000000
310903,4267718,-186.17200000000
350695,4266878,-214.45300000000
330181,4267305,-208.23200000000
349504,4266975,-214.26700000000
358832,4266842,-229.18000000000
360200,4266984,-227.99000000000
360186,4267003,-228.48200000000
289830,4268557,-205.63500000000
289830,4268557,-205.63500000000
359838,4267065,-231.16000000000
295919,4268474,-199.42200000000
341724,4267439,-194.29300000000
295905,4268493,-199.51700000000
297533,4268451,-190.39400000000
339749,4267497,-187.70700000000
294105,4268558,-206.55500000000
294105,4268558,-206.59500000000
299044,4268432,-184.45000000000
299059,4268432,-184.44000000000
352678,4267286,-218.53900000000
317160,4268035,-179.76100000000
317496,4268064,-180.22700000000
359856,4267212,-228.82800000000
317830,4268094,-180.22700000000
346318,4267498,-207.43500000000
290912,4268770,-206.77900000000
346318,4267516,-207.61000000000
349644,4267471,-214.35900000000
316815,4268191,-177.76800000000
318137,4268161,-180.70400000000
318471,4268154,-181.14500000000
318514,4268153,-181.54500000000
318514,4268153,-181.57500000000
318820,4268146,-182.07200000000
319125,4268139,-183.65100000000
319444,4268132,-184.49700000000
319778,4268124,-186.04100000000
319967,4268120,-187.85700000000
319982,4268120,-187.83700000000
320026,4268119,-187.77800000000
320360,4268111,-189.60100000000
320680,4268104,-191.44100000000
320999,4268097,-192.18000000000
321333,4268089,-193.08000000000
321565,4268084,-194.45200000000
321565,4268084,-194.47200000000
321638,4268083,-194.17300000000
322437,4268065,-196.26500000000
323236,4268047,-198.49200000000
323890,4268033,-200.53000000000
324470,4268020,-201.85700000000
324470,4268020,-201.80700000000
328335,4267937,-206.41800000000
329526,4267911,-207.45800000000
334349,4267810,-202.36900000000
346972,4267559,-210.80400000000
324471,4268038,-201.52100000000
326461,4267995,-204.55000000000
328103,4267960,-205.99400000000
330514,4267908,-208.10300000000
331836,4267880,-208.50300000000
295418,4268746,-201.06900000000
327057,4268019,-205.20700000000
327057,4268019,-205.43700000000
340117,4267748,-188.92800000000
359872,4267379,-228.85800000000
355035,4267483,-225.36800000000
336066,4267922,-195.20800000000
360354,4267481,-227.05000000000
360354,4267500,-227.07400000000
359890,4267526,-229.00400000000
348618,4267769,-213.06000000000
340573,4268035,-189.64200000000
359936,4267674,-227.80000000000
360446,4267757,-227.37000000000
339878,4268160,-187.04900000000
352806,4267913,-218.68400000000
359954,4267840,-228.89900000000
339503,4268279,-185.48400000000
339258,4268395,-183.53800000000
359985,4268006,-228.61000000000
290205,4269566,-205.27500000000
309452,4269085,-184.53800000000
290206,4269584,-205.30000000000
309452,4269103,-184.55200000000
334583,4268582,-201.55400000000
338839,4268496,-182.29800000000
337967,4268531,-185.14700000000
338461,4268522,-181.51100000000
360017,4268153,-228.15800000000
327076,4268870,-205.06500000000
337737,4268666,-185.23400000000
343867,4268544,-196.37500000000
356083,4268315,-224.96300000000
332684,4268788,-205.18800000000
334558,4268749,-199.79800000000
334586,4268749,-201.30900000000
335414,4268732,-198.06200000000
336184,4268716,-193.99800000000
336517,4268709,-191.70100000000
332669,4268807,-205.18300000000
334543,4268768,-199.86300000000
336518,4268728,-191.72600000000
336998,4268718,-189.23300000000
359612,4268308,-227.82000000000
345017,4268651,-199.57100000000
353123,4268535,-217.76500000000
360675,4268401,-225.69000000000
326820,4269079,-203.22500000000
336187,4268882,-194.27300000000
338134,4268843,-183.52500000000
338729,4268831,-181.69700000000
360067,4268485,-227.63000000000
352296,4268662,-219.89900000000
352747,4268653,-219.90600000000
332965,4269060,-205.62200000000
341230,4268892,-190.09300000000
345820,4268839,-203.99000000000
355407,4268716,-221.93000000000
359648,4268641,-227.58500000000
325969,4269394,-203.13000000000
295947,4270121,-198.93100000000
360115,4268799,-227.52300000000
292536,4270301,-206.17900000000
289341,4270403,-203.58200000000
351709,4269043,-215.20000000000
316852,4269801,-179.53400000000
318465,4269764,-187.33600000000
323678,4269647,-200.03400000000
342617,4269253,-191.78400000000
339712,4269329,-186.33100000000
330998,4269527,-207.04100000000
332176,4269502,-206.37100000000
360148,4268965,-226.87900000000
348006,4269186,-212.01300000000
316809,4269857,-179.99800000000
316809,4269857,-180.03800000000
323636,4269704,-200.25800000000
345119,4269408,-201.48800000000
345554,4269418,-202.23600000000
344699,4269471,-196.01700000000
355011,4269297,-220.79100000000
360210,4269223,-226.65300000000
290573,4270833,-202.86100000000
290573,4270833,-202.89100000000
360603,4269308,-229.26200000000
360227,4269389,-226.57900000000
312289,4270387,-177.55800000000
312289,4270387,-177.52800000000
338285,4269857,-180.93500000000
298523,4270851,-188.36300000000
298523,4270851,-188.38300000000
314934,4270455,-179.53300000000
314934,4270455,-179.53300000000
321615,4270303,-198.31500000000
321615,4270303,-198.28500000000
360260,4269536,-226.23600000000
296273,4270926,-196.29400000000
297915,4270903,-189.70500000000
351851,4269725,-214.14300000000
321659,4270358,-197.97000000000
318712,4270443,-190.62200000000
309665,4270690,-181.39800000000
309665,4270690,-181.38800000000
360276,4269684,-228.10200000000
297075,4271054,-197.51100000000
297076,4271073,-197.57500000000
295217,4271157,-200.77800000000
295217,4271157,-200.81800000000
340615,4270162,-188.84300000000
360308,4269850,-224.79800000000
342012,4270283,-189.56400000000
353994,4270074,-217.06000000000
360325,4269998,-224.37600000000
334623,4270506,-201.15600000000
294180,4271480,-204.01600000000
343060,4270373,-191.85400000000
345021,4270372,-198.65600000000
360313,4270146,-224.63800000000
338242,4270617,-179.33600000000
316621,4271101,-184.58900000000
297628,4271669,-194.24600000000
360346,4270330,-224.20000000000
352562,4270470,-214.17400000000
294202,4271775,-203.44700000000
303031,4271553,-180.09900000000
347191,4270608,-207.73200000000
341267,4270760,-190.31600000000
290981,4271970,-200.96100000000
290995,4271970,-201.25000000000
290995,4271970,-201.21000000000
292593,4271928,-203.81200000000
292606,4271928,-203.86200000000
360363,4270497,-223.70800000000
327082,4271164,-203.99400000000
339656,4270903,-181.25200000000
352275,4270660,-212.21100000000
318501,4271373,-190.89800000000
320113,4271337,-195.57100000000
321710,4271301,-198.19900000000
323321,4271265,-199.49200000000
327097,4271183,-203.83900000000
334633,4271024,-201.34700000000
345814,4270819,-201.38300000000
357212,4270608,-219.69600000000
354425,4270658,-215.74200000000
307947,4271730,-179.20600000000
318444,4271485,-191.46600000000
318444,4271485,-191.49600000000
344945,4270929,-196.49000000000
344945,4270929,-196.48000000000
360380,4270644,-223.40000000000
307947,4271749,-179.23100000000
344961,4270984,-198.26100000000
344961,4271002,-198.18600000000
343713,4271063,-191.40900000000
354690,4270875,-216.32200000000
306048,4271942,-176.30000000000
306048,4271961,-176.27500000000
342379,4271182,-192.36600000000
360384,4270848,-223.14300000000
357437,4270937,-220.83000000000
310247,4271934,-179.72100000000
310262,4271934,-179.73100000000
360400,4270959,-222.64900000000
360417,4271106,-222.31500000000
350297,4271289,-213.13300000000
344912,4271466,-198.12800000000
289563,4272748,-197.72100000000
289577,4272747,-197.68100000000
316077,4272113,-183.76000000000
345465,4271492,-200.08400000000
360377,4271292,-221.65100000000
355019,4271387,-215.26700000000
340820,4271712,-184.09600000000
341256,4271704,-182.82100000000
311796,4272360,-178.61800000000
311928,4272357,-178.83800000000
351536,4271525,-209.74200000000
311783,4272379,-178.59200000000
311928,4272376,-178.87300000000
357867,4271429,-217.75700000000
360336,4271441,-221.57000000000
327117,4272107,-203.03000000000
358711,4271525,-219.52200000000
338429,4271945,-183.37200000000
342102,4271872,-190.01700000000
359075,4271555,-219.19200000000
358305,4271588,-218.07800000000
360222,4271572,-219.44000000000
360296,4271589,-221.18700000000
359614,4271657,-219.49900000000
327180,4272310,-204.25400000000
354577,4271802,-218.03900000000
360284,4271756,-219.72000000000
351690,4271985,-209.46000000000
360228,4271905,-219.60900000000
326896,4272593,-200.53000000000
340688,4272307,-181.96500000000
346175,4272237,-203.75100000000
346191,4272292,-203.25700000000
346191,4272292,-203.30700000000
323776,4272772,-197.35100000000
335057,4272532,-201.83700000000
335435,4272543,-200.14000000000
336262,4272526,-196.92200000000
360217,4272072,-219.63200000000
335942,4272551,-198.19500000000
336538,4272539,-195.70600000000
347252,4272327,-205.23300000000
336843,4272551,-194.06400000000
342708,4272434,-190.52900000000
337120,4272564,-193.05500000000
344392,4272419,-195.65600000000
352595,4272264,-209.57300000000
337424,4272576,-191.24800000000
332141,4272704,-205.53900000000
334710,4272651,-202.78100000000
337716,4272589,-189.59600000000
331488,4272736,-206.45900000000
