longitude,latitude,height_sea_level_m,height_geometric_m,gravity_mgal,gravity_disturbance_mgal,gravity_bouguer_mgal
25.98,-26.06168,1500.2,1526.9155778770055,978588.81,30.041496644262224,-139.59131725781614
25.98833,-26.735,1449.0,1477.6282127591778,978663.69,41.30109095037915,-120.96892731798815
25.99333,-26.84332,1524.3,1553.196645019947,978651.69,44.74224856728688,-128.2123650892233
26.0,-26.27834,1409.4,1436.6467954479779,978623.4,21.300958425737917,-138.9095791923592
26.00333,-26.80667,1481.6,1510.4147885868483,978656.99,39.510522067546844,-128.3622667998344
26.01334,-26.65668,1433.5,1461.9302179898286,978645.79,24.234786646440625,-137.5389308058057
26.04167,-26.60667,1441.1,1469.3968766867679,978641.29,25.656456671771593,-137.62282187497038
26.05667,-26.12666,1509.0,1535.8359304187118,978589.11,28.45863592752721,-142.98308838592374
26.06667,-26.53333,1446.9,1474.976428371387,978636.79,28.175405550166033,-135.8882101543326
26.08833,-26.23334,1428.9,1456.0085026758766,978605.5,12.597295064944774,-148.99971853564256
26.10001,-26.46832,1494.4,1522.2430429249023,978626.7,37.35347296553664,-132.54967538772235
26.10333,-26.03168,1508.1,1534.724389038125,978583.01,28.787214057985693,-142.0493789956865
26.11166,-26.37833,1473.1,1500.6433764370986,978627.6,38.0659234210616,-127.90473123870731
26.12167,-26.80333,1539.5,1568.307972553028,978638.49,39.11140960326884,-135.46537230927052
26.14,-26.31332,1472.8,1500.1424973778478,978616.8,31.779657311271876,-134.72952481947294
26.14,-26.10001,1492.9,1519.687051101322,978588.41,24.678882855689153,-143.5220525077877
26.145,-26.24333,1442.9,1470.0445080095355,978612.4,23.111848412430845,-140.55766589013334
26.15833,-26.13667,1479.8,1506.67162685166,978594.51,24.147547857719474,-143.15172701949024
26.16499,-26.535,1505.1,1533.1779910085977,978627.0,36.218540061148815,-134.69458596818302
26.19167,-26.79167,1572.1,1600.879658810546,978637.49,49.00577755342238,-129.16292159504042
26.2,-26.565,1508.1,1536.2857594763034,978638.49,46.50124289805535,-123.59966864177699
26.205,-26.98,1472.2,1501.3950251297529,978679.68,46.79186602460686,-116.60870095358905
26.20833,-26.21001,1448.1,1475.1338718277684,978602.4,17.0668172131991,-146.63573871243105
